ortholog	function	Homo_sapiens	Mus_musculus
ENOG410VCC2	Down-regulator of transcription 1, TBP-binding (Negative cofactor 2)	ENSP00000359290	ENSMUSP00000031190
ENOG410VCC8	UTP20, small subunit (SSU) processome component, homolog (yeast)	ENSP00000261637	ENSMUSP00000004470
ENOG410VCCT	PR domain containing 8	ENSP00000379054, ENSP00000462269, ENSP00000339764	ENSMUSP00000132436, ENSMUSP00000108583
ENOG410VCCQ	phosphotriesterase related	ENSP00000298942	ENSMUSP00000117009
ENOG410VCCP	Activated leukocyte cell adhesion molecule	ENSP00000305988	ENSMUSP00000023312
ENOG410VCCS	paternally expressed 10	ENSP00000417587	ENSMUSP00000134963
ENOG410VCCY	fibrous sheath interacting protein 1	ENSP00000280236	ENSMUSP00000028821
ENOG410VCCX	mitochondrial ribosomal protein L10	ENSP00000290208	ENSMUSP00000001485
ENOG410VCCZ	Olfactory receptor	ENSP00000334452	ENSMUSP00000092700
ENOG410VCCE	5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled	ENSP00000287907	ENSMUSP00000038884, ENSMUSP00000057212
ENOG410VCCG	prospero homeobox 2	ENSP00000405932	ENSMUSP00000105878
ENOG410VCCF	arginine and glutamate rich 1	ENSP00000383059	ENSMUSP00000039493
ENOG410VCCM	nucleoporin 214kDa	ENSP00000352400	ENSMUSP00000066492
ENOG410VCCN	RAD18 homolog (S. cerevisiae)	ENSP00000264926	ENSMUSP00000070619
ENOG410VCCH	Zinc finger protein	ENSP00000252797, ENSP00000454241	ENSMUSP00000126288, ENSMUSP00000038195, ENSMUSP00000052944, ENSMUSP00000070685
ENOG410WIR5	synaptotagmin I	ENSP00000261205	ENSMUSP00000063293
ENOG410WIR4	synaptotagmin XVI	ENSP00000394700	ENSMUSP00000106081
ENOG410VEX8	zona pellucida binding protein 2	ENSP00000335384	ENSMUSP00000017339
ENOG410VDAM	MLF1 interacting protein	ENSP00000281453	ENSMUSP00000034045
ENOG410VDAI	nucleolar and spindle associated protein 1	ENSP00000453403	ENSMUSP00000068713
ENOG410VDAJ	cat eye syndrome chromosome region, candidate 6	ENSP00000329318	ENSMUSP00000135924
ENOG410VDAK	F-box protein	ENSP00000292853, ENSP00000292852	ENSMUSP00000103916, ENSMUSP00000032818
ENOG410VDAE	RNA binding motif protein 7	ENSP00000461728, ENSP00000439918	ENSMUSP00000126374
ENOG410VDAF	pleckstrin homology domain containing, family M	ENSP00000417003	ENSMUSP00000095320
ENOG410VDAG	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	ENSP00000379353	ENSMUSP00000032421
ENOG410VDAA	LIM domain only 2 (rhombotin-like 1)	ENSP00000257818	ENSMUSP00000106770
ENOG410VDAC	Sin3A-associated protein, 25kDa	ENSP00000442339	ENSMUSP00000127076
ENOG410VDAY	component of oligomeric golgi complex 8	ENSP00000305459	ENSMUSP00000034391
ENOG410VDAZ	Interleukin 17 receptor D	ENSP00000296318	ENSMUSP00000036076
ENOG410VDAT	vestigial like 3 (Drosophila)	ENSP00000381436	ENSMUSP00000131500
ENOG410VDAV	COMM domain containing 4	ENSP00000267935	ENSMUSP00000069078
ENOG410VDAW	chromosome 4 open reading frame 19	ENSP00000284437	ENSMUSP00000080443
ENOG410VDAQ	Apolipoprotein AV	ENSP00000227665	ENSMUSP00000034584
ENOG410VDAR	B-cell CLL lymphoma 7C	ENSP00000215115	ENSMUSP00000057937
ENOG410VDA8	Interleukin 20 receptor beta	ENSP00000328133	ENSMUSP00000096057
ENOG410VDA4	Phosphodiesterase responsible for the U6 snRNA 3' end processing. Acts as an exoribonuclease (RNase) responsible for trimming the poly(U) tract of the last nucleotides in the pre-U6 snRNA molecule, leading to the formation of mature U6 snRNA	ENSP00000219281	ENSMUSP00000034245
ENOG410VDA6	Interleukin 2 receptor, gamma	ENSP00000363318	ENSMUSP00000033664, ENSMUSP00000112905
ENOG410VDA0	transmembrane protein 81	ENSP00000356135	ENSMUSP00000062565
ENOG410VDA1	suppressor of cytokine signaling 1	ENSP00000329418	ENSMUSP00000038121
ENOG410VDA2	Leucine rich repeat containing 52	ENSP00000294818	ENSMUSP00000047213
ENOG410VDA3	glycosyltransferase-like domain containing 1	ENSP00000339750	ENSMUSP00000108429
ENOG410WHJI	Signal peptide, CUB domain, EGF-like	ENSP00000354080	ENSMUSP00000130131
ENOG410V64N	kiaa1598	ENSP00000347532	ENSMUSP00000041378
ENOG410V64I	enkurin domain containing 1	ENSP00000243878	ENSMUSP00000013299
ENOG410V64H	Keratin 18	ENSP00000373487	ENSMUSP00000023803
ENOG410V64K	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	ENSP00000278200	ENSMUSP00000049044
ENOG410V64J	SWT1 RNA endoribonuclease homolog (S. cerevisiae)	ENSP00000356470	ENSMUSP00000067516
ENOG410V64D	protein arginine methyltransferase 5	ENSP00000319169	ENSMUSP00000023873
ENOG410V64Z	Cell adhesion molecule	ENSP00000325660, ENSP00000256509, ENSP00000341882, ENSP00000330633, ENSP00000368314, ENSP00000263665, ENSP00000279463, ENSP00000359074, ENSP00000344786, ENSP00000380602, ENSP00000472942	ENSMUSP00000020939, ENSMUSP00000032159, ENSMUSP00000092148, ENSMUSP00000083707, ENSMUSP00000073769, ENSMUSP00000063933, ENSMUSP00000086623, ENSMUSP00000086616, ENSMUSP00000099935, ENSMUSP00000000109
ENOG410V649	viral oncogene homolog	ENSP00000324740, ENSP00000346671, ENSP00000350941, ENSP00000427562, ENSP00000363115, ENSP00000357615, ENSP00000361423	ENSMUSP00000019913, ENSMUSP00000072154, ENSMUSP00000090237, ENSMUSP00000030693, ENSMUSP00000075167, ENSMUSP00000027888, ENSMUSP00000097547
ENOG410V648	Lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	ENSP00000348762	ENSMUSP00000046856
ENOG410V645	coiledcoil domain containing	ENSP00000434724, ENSP00000368468	ENSMUSP00000032842, ENSMUSP00000021800
ENOG410V644	Protein disulfide isomerase family A, member	ENSP00000286091, ENSP00000300289	ENSMUSP00000028683, ENSMUSP00000076521
ENOG410V647	Chromosome 9 open reading frame 9	ENSP00000298546	ENSMUSP00000099941
ENOG410V646	Ras homolog enriched in brain like 1	ENSP00000301068	ENSMUSP00000024518
ENOG410V640	Ras association (RalGDS AF-6) domain family (N-terminal) member 7	ENSP00000344226	ENSMUSP00000038444
ENOG410V643	zinc finger protein 8	ENSP00000196548	ENSMUSP00000115378
ENOG410V4DE	Histone deacetylase	ENSP00000302967, ENSP00000430432, ENSP00000362649	ENSMUSP00000078339, ENSMUSP00000099657, ENSMUSP00000037981, ENSMUSP00000019911
ENOG410V4DB	Colony stimulating factor 1 (Macrophage)	ENSP00000327513	ENSMUSP00000014743
ENOG410V4DN	V-rel reticuloendotheliosis viral oncogene homolog	ENSP00000384273, ENSP00000295025	ENSMUSP00000025867, ENSMUSP00000099928
ENOG410V4DM	K(lysine) acetyltransferase	ENSP00000406037, ENSP00000259021, ENSP00000265713, ENSP00000340330, ENSP00000287239	ENSMUSP00000066693, ENSMUSP00000109271, ENSMUSP00000103362, ENSMUSP00000038181, ENSMUSP00000033070
ENOG410V4DK	nucleolar protein with MIF4G domain 1	ENSP00000275820	ENSMUSP00000001611
ENOG410V4DI	guanine nucleotide exchange factor (GEF)	ENSP00000250617, ENSP00000364893	ENSMUSP00000106534, ENSMUSP00000033468
ENOG410V4DV	Insulin-like growth factor binding protein 5	ENSP00000233813	ENSMUSP00000027377
ENOG410V4DU	Retinol saturase (All-trans-retinol 13,14-reductase)	ENSP00000295802	ENSMUSP00000068568
ENOG410V4DS	sorting nexin	ENSP00000304429, ENSP00000363349	ENSMUSP00000030080, ENSMUSP00000029639
ENOG410V4DR	activating enhancer binding protein 2	ENSP00000377265, ENSP00000008391, ENSP00000362332, ENSP00000368924, ENSP00000201031	ENSMUSP00000037699, ENSMUSP00000129922, ENSMUSP00000027059, ENSMUSP00000105822, ENSMUSP00000035902
ENOG410V4DQ	dual oxidase maturation factor	ENSP00000267803, ENSP00000319705	ENSMUSP00000028653, ENSMUSP00000028656
ENOG410V4DP	sperm associated antigen 5	ENSP00000323300	ENSMUSP00000045286
ENOG410V4DX	cell division cycle 123 homolog (S. cerevisiae)	ENSP00000281141	ENSMUSP00000043033
ENOG410V4D7	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	ENSP00000346236	ENSMUSP00000133245
ENOG410V4D5	leucine-rich repeats and IQ motif containing 4	ENSP00000342188	ENSMUSP00000103902
ENOG410V4D3	Dicer 1, ribonuclease type III	ENSP00000343745	ENSMUSP00000043676
ENOG410V4D2	phosphotransferase 1	ENSP00000349696, ENSP00000229266	ENSMUSP00000112708, ENSMUSP00000065743
ENOG410V4D1	solute carrier family 25 (mitochondrial carrier)	ENSP00000225665	ENSMUSP00000014750
ENOG410V4D0	tRNA pseudouridine synthase	ENSP00000227474	ENSMUSP00000034615
ENOG410V6ZN	cytoskeleton associated protein 2	ENSP00000367276	ENSMUSP00000039518
ENOG410V6ZI	X-linked Kx blood group (McLeod syndrome)	ENSP00000367879, ENSP00000469825	ENSMUSP00000015486
ENOG410V6ZH	Protein phosphatase 2, regulatory subunit B	ENSP00000417963, ENSP00000337641, ENSP00000261461, ENSP00000412324, ENSP00000164133	ENSMUSP00000025695, ENSMUSP00000070726, ENSMUSP00000082053, ENSMUSP00000021447, ENSMUSP00000002839
ENOG410V6ZS	pleckstrin and Sec7 domain containing	ENSP00000020673, ENSP00000245796, ENSP00000274710, ENSP00000324127	ENSMUSP00000062415, ENSMUSP00000111381, ENSMUSP00000096293, ENSMUSP00000039728
ENOG410V6ZX	ATPase, class V, type	ENSP00000349325	ENSMUSP00000076844, ENSMUSP00000129811
ENOG410V6Z4	DCN1, defective in cullin neddylation 1, domain containing	ENSP00000260247, ENSP00000334625	ENSMUSP00000034499, ENSMUSP00000084427
ENOG410V6Z1	UDP-Gal betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	ENSP00000356404	ENSMUSP00000046118
ENOG410V6Z9	G protein-coupled receptor 34	ENSP00000367378	ENSMUSP00000042715
ENOG410V8WQ	mutS homolog 4 (E. coli)	ENSP00000263187	ENSMUSP00000005630
ENOG410VDHG	G protein-coupled receptor associated sorting protein 1	ENSP00000355146	ENSMUSP00000108769
ENOG410V9H4	stratifin	ENSP00000340989	ENSMUSP00000050374
ENOG410V9H5	trafficking protein particle complex 9	ENSP00000373979	ENSMUSP00000087202
ENOG410V9HX	leucine rich repeat containing 56	ENSP00000270115	ENSMUSP00000048691
ENOG410V9HV	G protein-coupled receptor 174	ENSP00000276077	ENSMUSP00000098852
ENOG410V9HW	ribosomal protein	ENSP00000362744	ENSMUSP00000033683
ENOG410V9HT	One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell (By similarity)	ENSP00000282561, ENSP00000343676	ENSMUSP00000062320, ENSMUSP00000064536
ENOG410V9HU	RAB17, member RAS oncogene family	ENSP00000264601	ENSMUSP00000027529
ENOG410V9HR	Ras-like without CAAX	ENSP00000357306, ENSP00000321805	ENSMUSP00000029692, ENSMUSP00000114323
ENOG410V9HS	Kringle containing transmembrane protein	ENSP00000304422	ENSMUSP00000046369
ENOG410V9HP	WD repeat domain 67	ENSP00000287380	ENSMUSP00000022992
ENOG410V9HQ	ERI1 exoribonuclease family member 2	ENSP00000350651	ENSMUSP00000120547
ENOG410V9HN	leucine zipper protein 2	ENSP00000336817	ENSMUSP00000080979
ENOG410V9HM	tRNA methyltransferase 10 homolog B (S. cerevisiae)	ENSP00000297994	ENSMUSP00000041052
ENOG410V9HJ	DCN1, defective in cullin neddylation 1, domain containing	ENSP00000417706, ENSP00000292782	ENSMUSP00000047208, ENSMUSP00000103817
ENOG410V9HH	leucyl-trna synthetase	ENSP00000377954	ENSMUSP00000095197
ENOG410V9HB	Cysteine-rich secretory protein 1	ENSP00000338276	ENSMUSP00000110997
ENOG410V9HA	ELMO CED-12 domain containing 3	ENSP00000318264	ENSMUSP00000067768
ENOG410WHAB	Transmembrane and tetratricopeptide repeat containing	ENSP00000322300, ENSP00000343871	ENSMUSP00000046368, ENSMUSP00000061919
ENOG410VEMX	Ganglioside induced differentiation associated protein	ENSP00000358451	ENSMUSP00000029459
ENOG410VEMU	olfactory receptor, family 10, subfamily C, member	ENSP00000402486, ENSP00000375393, ENSP00000412512, ENSP00000408961, ENSP00000425554, ENSP00000366343, ENSP00000404869, ENSP00000419119	ENSMUSP00000092867, ENSMUSP00000131761, ENSMUSP00000058929, ENSMUSP00000128078
ENOG410VEMW	microtubule associated monoxygenase, calponin and LIM domain containing 1	ENSP00000351664	ENSMUSP00000019967
ENOG410VEMV	mannose-P-dolichol utilization defect 1	ENSP00000250124	ENSMUSP00000018905
ENOG410VEMP	Distal-less homeobox 5	ENSP00000222598	ENSMUSP00000052559
ENOG410VEMR	signaling threshold regulating transmembrane adaptor 1	ENSP00000259608	ENSMUSP00000030180
ENOG410VEMN	multiciliate cell differentiation 1	ENSP00000426359	ENSMUSP00000089721
ENOG410VEMI	nudix (nucleoside diphosphate linked moiety X)-type motif 13	ENSP00000349874	ENSMUSP00000022343
ENOG410VEMH	folliculogenesis specific basic helix-loop-helix	ENSP00000333097	ENSMUSP00000032070
ENOG410VEMJ	sperm equatorial segment protein 1	ENSP00000312284	ENSMUSP00000058522
ENOG410VEME	Plays a central role during spermatogenesis by repressing transposable elements and prevent their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and govern the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation	ENSP00000284629	ENSMUSP00000010940
ENOG410VEMD	receptor accessory protein 1	ENSP00000438346	ENSMUSP00000112662
ENOG410VEMG	developing brain homeobox 2	ENSP00000331470	ENSMUSP00000060424
ENOG410VEMF	Cysteine-rich hydrophobic domain	ENSP00000263921, ENSP00000362601	ENSMUSP00000074903, ENSMUSP00000112246
ENOG410VEMA	NOP2 Sun domain family member 4	ENSP00000419740	ENSMUSP00000030475
ENOG410VEM5	family with sequence similarity 186, member B	ENSP00000257894	ENSMUSP00000104728
ENOG410VEM4	Cell death-inducing DFFA-like effector A	ENSP00000320209	ENSMUSP00000025404
ENOG410VEM6	GLI pathogenesis-related 2	ENSP00000367196	ENSMUSP00000030202
ENOG410VEM0	premature ovarian failure 1B	ENSP00000262753	ENSMUSP00000047655
ENOG410VEM3	Olfactory receptor	ENSP00000322784	ENSMUSP00000097508, ENSMUSP00000097509, ENSMUSP00000097510, ENSMUSP00000097495
ENOG410VEM2	apolipoprotein A-IV	ENSP00000350425	ENSMUSP00000034585
ENOG410VBEY	Coiled-coil alpha-helical rod protein 1	ENSP00000372832, ENSP00000403628, ENSP00000393042, ENSP00000379566, ENSP00000383263, ENSP00000391181	ENSMUSP00000046612
ENOG410VBEJ	solute carrier family 10 (sodium bile acid cotransporter family), member 7	ENSP00000334594	ENSMUSP00000034111
ENOG410VBEM	transmembrane 9 superfamily member 3	ENSP00000360184	ENSMUSP00000025989
ENOG410VBEB	Dehydrogenase	ENSP00000240285, ENSP00000307607	ENSMUSP00000027053, ENSMUSP00000046298, ENSMUSP00000092773
ENOG410VNPN	Sarcolipin	ENSP00000304707	ENSMUSP00000036950
ENOG410VNPF	Parathymosin	ENSP00000310088	ENSMUSP00000032216
ENOG410V7XC	PAP associated domain containing	ENSP00000230859, ENSP00000396995	ENSMUSP00000040757, ENSMUSP00000112608
ENOG410VC62	trinucleotide repeat containing 6A	ENSP00000379144	ENSMUSP00000091595
ENOG410VC63	Lectin, galactoside-binding, soluble, 12	ENSP00000339374	ENSMUSP00000097318
ENOG410VC60	leucine rich repeat protein 1	ENSP00000298288	ENSMUSP00000106251
ENOG410VC61	Interleukin 11 receptor, alpha	ENSP00000326500	ENSMUSP00000095736, ENSMUSP00000103641, ENSMUSP00000095725, ENSMUSP00000136024, ENSMUSP00000137393
ENOG410VC65	kelch-like ECH-associated protein 1	ENSP00000171111	ENSMUSP00000062467
ENOG410VC6H	Subunits I, II and III form the functional core of the enzyme complex	ENSP00000354982	ENSMUSP00000080997
ENOG410VC6I	olfactomedin-like	ENSP00000322273, ENSP00000332511	ENSMUSP00000114029, ENSMUSP00000029440
ENOG410VC6M	coiled-coil domain containing 58	ENSP00000291458	ENSMUSP00000125874
ENOG410VC6B	chromosome 3 open reading frame 67	ENSP00000295966	ENSMUSP00000100061
ENOG410VC6C	proline rich Gla (G-carboxyglutamic acid) 2	ENSP00000246794	ENSMUSP00000007981
ENOG410VC6A	RNA binding protein with multiple splicing	ENSP00000340176	ENSMUSP00000033995
ENOG410VC6F	KAT8 regulatory NSL complex subunit 1	ENSP00000262419, ENSP00000448540	ENSMUSP00000018556
ENOG410VC6G	homeobox	ENSP00000225648, ENSP00000222728	ENSMUSP00000058755, ENSMUSP00000000704
ENOG410VC6D	Rho GTPase activating protein 6	ENSP00000338967	ENSMUSP00000033721
ENOG410VC6X	selenoprotein N, 1	ENSP00000355141	ENSMUSP00000060026
ENOG410VC6R	interferon regulatory factor 2	ENSP00000377218	ENSMUSP00000034041
ENOG410VC6P	Reticulon 4 receptor	ENSP00000043402	ENSMUSP00000062924
ENOG410VC6V	syntaxin	ENSP00000215095, ENSP00000459531, ENSP00000376178, ENSP00000222812	ENSMUSP00000005509, ENSMUSP00000031378, ENSMUSP00000101874
ENOG410VC6T	NIN1 RPN12 binding protein 1 homolog (S. cerevisiae)	ENSP00000268802	ENSMUSP00000003946
ENOG410V7XY	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit	ENSP00000366563, ENSP00000263967, ENSP00000289153, ENSP00000352121	ENSMUSP00000101315, ENSMUSP00000062864, ENSMUSP00000035037, ENSMUSP00000029201
ENOG410V7XZ	NK2 homeobox 8	ENSP00000258829	ENSMUSP00000072425
ENOG410V5GU	Leukemia inhibitory factor receptor alpha	ENSP00000263409	ENSMUSP00000064551
ENOG410VDZH	Growth arrest and DNA-damage-inducible, gamma	ENSP00000252506	ENSMUSP00000021903
ENOG410VDZK	tumor necrosis factor (ligand) superfamily, member 10	ENSP00000241261	ENSMUSP00000040271
ENOG410VDZJ	primary cilia formation	ENSP00000358753	ENSMUSP00000010280
ENOG410VDZF	dynactin 3 (p22)	ENSP00000259632	ENSMUSP00000030158
ENOG410VDZA	Glomulin, FKBP associated protein	ENSP00000359385	ENSMUSP00000077168
ENOG410VDZB	chromosome 14 open reading frame 105	ENSP00000216445	ENSMUSP00000022398
ENOG410VDZY	G protein-coupled receptor, family C, group 6, member A	ENSP00000309493	ENSMUSP00000020062
ENOG410VDZX	Zinc finger protein 770	ENSP00000348673	ENSMUSP00000052194
ENOG410VDZU	cadherin-like and PC-esterase domain containing 1	ENSP00000309772	ENSMUSP00000111041
ENOG410VDZT	nucleolar protein 8	ENSP00000401177	ENSMUSP00000021824
ENOG410VDZV	heat shock	ENSP00000459486, ENSP00000302476, ENSP00000457706, ENSP00000458289	ENSMUSP00000042374
ENOG410VDZQ	stathmin-like 3	ENSP00000359070	ENSMUSP00000099334
ENOG410VDZP	pannexin 1	ENSP00000227638	ENSMUSP00000126405
ENOG410VDZS	kiaa1524	ENSP00000295746	ENSMUSP00000044714
ENOG410VDZ9	sorting nexin 11	ENSP00000352175	ENSMUSP00000021246
ENOG410VDZ8	WD repeat domain 87	ENSP00000368025	ENSMUSP00000120285
ENOG410VDZ5	Nuclear receptor coactivator 5	ENSP00000290231	ENSMUSP00000046388
ENOG410VDZ4	Endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	ENSP00000377374	ENSMUSP00000132922
ENOG410VDZ7	dihydrofolate reductase	ENSP00000319170, ENSP00000396308	ENSMUSP00000022218
ENOG410VDZ6	ras homolog family member V	ENSP00000220507	ENSMUSP00000041411
ENOG410VDZ1	Bystin-like	ENSP00000230340	ENSMUSP00000024783
ENOG410VDZ0	IQ motif containing E	ENSP00000385597	ENSMUSP00000045913
ENOG410VDZ3	chromosome 17 open reading frame 104	ENSP00000386452	ENSMUSP00000097947
ENOG410VGEZ	Vesicular, overexpressed in cancer, prosurvival protein 1	ENSP00000285279	ENSMUSP00000109936
ENOG410V4R4	SEC63 homolog (S. cerevisiae)	ENSP00000357998	ENSMUSP00000019937
ENOG410V53D	Translin-associated factor X	ENSP00000355599	ENSMUSP00000075290
ENOG410V5WC	zinc finger, CCHC domain containing 5	ENSP00000316794	ENSMUSP00000060157
ENOG410V5WE	Rab geranylgeranyltransferase, alpha subunit	ENSP00000216840	ENSMUSP00000061498
ENOG410V5WJ	Olfactory receptor	ENSP00000345563, ENSP00000302867, ENSP00000328144, ENSP00000248058, ENSP00000316955, ENSP00000248073, ENSP00000310488, ENSP00000248072, ENSP00000303822, ENSP00000444134	ENSMUSP00000072865, ENSMUSP00000051027, ENSMUSP00000053393, ENSMUSP00000076569, ENSMUSP00000083680, ENSMUSP00000054345, ENSMUSP00000054790, ENSMUSP00000072248, ENSMUSP00000071641, ENSMUSP00000058101, ENSMUSP00000080872, ENSMUSP00000071239, ENSMUSP00000056724, ENSMUSP00000057469, ENSMUSP00000054355, ENSMUSP00000088524, ENSMUSP00000079555, ENSMUSP00000053262, ENSMUSP00000091405
ENOG410V5WI	solute carrier family 15, member	ENSP00000266771, ENSP00000227880	ENSMUSP00000031367, ENSMUSP00000025646
ENOG410V5WH	WW and C2 domain containing	ENSP00000384222, ENSP00000427772	ENSMUSP00000018993, ENSMUSP00000056121
ENOG410V5WN	SEC24 family, member	ENSP00000265175, ENSP00000381823	ENSMUSP00000104725, ENSMUSP00000001079
ENOG410V5WS	TraB domain containing	ENSP00000305664	ENSMUSP00000080403
ENOG410V5WW	Olfactory receptor	ENSP00000306651	ENSMUSP00000076532, ENSMUSP00000097401, ENSMUSP00000073163, ENSMUSP00000097397, ENSMUSP00000075769, ENSMUSP00000074542, ENSMUSP00000099678
