ortholog	function	Pan_troglodytes	Mus_musculus
ENOG410V6GC	ATPase CA transporting cardiac muscle	ENSPTRP00000009231, ENSPTRP00000043355, ENSPTRP00000013574	ENSMUSP00000031423, ENSMUSP00000032974, ENSMUSP00000021142
ENOG410V6GN	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	ENSPTRP00000048366	ENSMUSP00000022062
ENOG410V6GH	gametogenetin binding protein 2	ENSPTRP00000015425	ENSMUSP00000103716
ENOG410V6GI	DAZ associated protein 1	ENSPTRP00000049161	ENSMUSP00000089958
ENOG410V6GK	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	ENSPTRP00000021312, ENSPTRP00000022120, ENSPTRP00000008374, ENSPTRP00000009674, ENSPTRP00000008376	ENSMUSP00000076777, ENSMUSP00000085580, ENSMUSP00000051033, ENSMUSP00000084713, ENSMUSP00000094778, ENSMUSP00000078429
ENOG410V6GT	Anoctamin	ENSPTRP00000025530, ENSPTRP00000018205	ENSMUSP00000045214, ENSMUSP00000091157
ENOG410V6GW	Periaxin	ENSPTRP00000018862	ENSMUSP00000096241
ENOG410V6GP	Serine dehydratase	ENSPTRP00000009317, ENSPTRP00000009319	ENSMUSP00000031594, ENSMUSP00000064849
ENOG410V6GS	SID1 transmembrane family member	ENSPTRP00000007409, ENSPTRP00000026274	ENSMUSP00000038433, ENSMUSP00000044290
ENOG410V6GX	aldehyde dehydrogenase 6 family, member A1	ENSPTRP00000011082	ENSMUSP00000082288
ENOG410V6GY	ankyrin repeat domain 33	ENSPTRP00000008470	ENSMUSP00000067028
ENOG410V6GZ	formin homology 2 domain containing	ENSPTRP00000053492, ENSPTRP00000044477	ENSMUSP00000014922, ENSMUSP00000041361
ENOG410VFEI	Prostaglandin E synthase 3 (Cytosolic)	ENSPTRP00000008687	ENSMUSP00000050292
ENOG410VBZ9	RNA binding motif protein 22	ENSPTRP00000029773	ENSMUSP00000025506
ENOG410VBZ8	retrotransposon gag domain containing 1	ENSPTRP00000042172	ENSMUSP00000128287
ENOG410VBZ3	HRAS-like suppressor family, member 5	ENSPTRP00000006537	ENSMUSP00000025929
ENOG410VBZ2	acylglycerol kinase	ENSPTRP00000041366	ENSMUSP00000031977
ENOG410VBZ7	Cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	ENSPTRP00000001232	ENSMUSP00000030491
ENOG410VBZ6	lysophosphatidic acid receptor 3	ENSPTRP00000001564	ENSMUSP00000037712
ENOG410VBZ5	prostaglandin reductase 1	ENSPTRP00000060641	ENSMUSP00000030069
ENOG410VBZZ	Interleukin-1 receptor-associated kinase 1 binding protein 1	ENSPTRP00000031386	ENSMUSP00000108871
ENOG410VBZY	Transcription elongation factor, mitochondrial	ENSPTRP00000015302	ENSMUSP00000059304
ENOG410VBZX	Progestin and adipoQ receptor family member IV	ENSPTRP00000060903	ENSMUSP00000024702
ENOG410VBZS	Leucine rich repeat containing 34	ENSPTRP00000026855	ENSMUSP00000029252
ENOG410VBZR	WAS WASL interacting protein family, member 2	ENSPTRP00000015540	ENSMUSP00000046991
ENOG410VBZQ	annexin A1	ENSPTRP00000049279	ENSMUSP00000025561
ENOG410VBZP	Hydroxysteroid (17-beta) dehydrogenase 1	ENSPTRP00000015678	ENSMUSP00000019445
ENOG410VBZW	autocrine motility factor receptor, E3 ubiquitin protein ligase	ENSPTRP00000013875	ENSMUSP00000052258
ENOG410VBZV	torsin family 3, member A	ENSPTRP00000002871	ENSMUSP00000078572
ENOG410VBZU	Coiled-coil domain containing 77	ENSPTRP00000007709	ENSMUSP00000032283
ENOG410VBZK	Neurotensin	ENSPTRP00000008965	ENSMUSP00000020040
ENOG410VBZH	abhydrolase domain containing 10	ENSPTRP00000026242	ENSMUSP00000065282
ENOG410VBZN	TSPY-like	ENSPTRP00000031640, ENSPTRP00000020472	ENSMUSP00000063051
ENOG410VBZM	chromosome 7 open reading frame 72	ENSPTRP00000032779	ENSMUSP00000105300
ENOG410VBZC	N-ethylmaleimide-sensitive factor attachment protein gamma	ENSPTRP00000016784	ENSMUSP00000025474
ENOG410VBZB	melanophilin	ENSPTRP00000022370	ENSMUSP00000027528
ENOG410VBZG	NLR family, CARD domain containing 4	ENSPTRP00000041889	ENSMUSP00000059637
ENOG410VBZF	Synovial sarcoma translocation gene on chromosome 18-like 1	ENSPTRP00000023575	ENSMUSP00000041288
ENOG410VBZE	Adenylate kinase 3	ENSPTRP00000035487	ENSMUSP00000025696
ENOG410VIJQ	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4	ENSPTRP00000026324	ENSMUSP00000023514
ENOG410VGYT	glycoprotein Ib (platelet), alpha polypeptide	ENSPTRP00000053173	ENSMUSP00000057563
ENOG410VGYS	chromosome 3 open reading frame 80	ENSPTRP00000039754	ENSMUSP00000056782
ENOG410VGYD	chromosome 12 open reading frame 42	ENSPTRP00000009121	ENSMUSP00000130852
ENOG410VGYJ	Ret finger protein-like	ENSPTRP00000048475, ENSPTRP00000019822, ENSPTRP00000024602, ENSPTRP00000060899, ENSPTRP00000059854, ENSPTRP00000059776, ENSPTRP00000024604, ENSPTRP00000060696	ENSMUSP00000039519
ENOG410V567	coiled-coil domain containing 81	ENSPTRP00000042791	ENSMUSP00000044087
ENOG410V56M	Ribosomal protein	ENSPTRP00000010698, ENSPTRP00000048997	ENSMUSP00000008826, ENSMUSP00000125806, ENSMUSP00000100795
ENOG410V56J	Achalasia, adrenocortical insufficiency, alacrimia	ENSPTRP00000008533	ENSMUSP00000044604
ENOG410V56K	Ribonuclease P MRP 30kDa subunit	ENSPTRP00000050528	ENSMUSP00000025714
ENOG410V56D	RE1-silencing transcription factor	ENSPTRP00000039730	ENSMUSP00000079231
ENOG410V56E	ADNP homeobox 2	ENSPTRP00000017225	ENSMUSP00000068560
ENOG410V56B	TBC1 domain family member	ENSPTRP00000059235	ENSMUSP00000028963
ENOG410V56C	Chromosome 6 open reading frame 89	ENSPTRP00000045460	ENSMUSP00000066224
ENOG410V56X	lipase, family member	ENSPTRP00000050555, ENSPTRP00000050556, ENSPTRP00000004754, ENSPTRP00000004751, ENSPTRP00000004776	ENSMUSP00000053270, ENSMUSP00000025680, ENSMUSP00000025685, ENSMUSP00000053913
ENOG410V56Y	family with sequence similarity 169, member A	ENSPTRP00000029098	ENSMUSP00000043738
ENOG410V56T	REC8 homolog (yeast)	ENSPTRP00000010523	ENSMUSP00000002395
ENOG410V56S	gelsolin	ENSPTRP00000032361, ENSPTRP00000008768, ENSPTRP00000022084, ENSPTRP00000036423	ENSMUSP00000002640, ENSMUSP00000026500, ENSMUSP00000028239, ENSMUSP00000027366
ENOG410W1UG	perilipin 4	ENSPTRP00000017532	ENSMUSP00000002908
ENOG410W1UA	Collagen type X alpha 1	ENSPTRP00000031636	ENSMUSP00000101150
ENOG410W1UX	alanine-glyoxylate aminotransferase 2	ENSPTRP00000028785	ENSMUSP00000022858
ENOG410V8RA	Angiotensin II receptor type 2	ENSPTRP00000047298	ENSMUSP00000086592
ENOG410V8RC	Gonadotropin-releasing hormone receptor	ENSPTRP00000002048, ENSPTRP00000027689	ENSMUSP00000031172
ENOG410V8RE	transient receptor potential cation channel, subfamily V, member 3	ENSPTRP00000014621	ENSMUSP00000053755
ENOG410V8RD	Inhibitor of growth family, member	ENSPTRP00000010265, ENSPTRP00000028526	ENSMUSP00000079226, ENSMUSP00000062593
ENOG410V8RG	osteoglycin	ENSPTRP00000036078	ENSMUSP00000021822
ENOG410V8RI	Glutamine and serine rich 1	ENSPTRP00000055495	ENSMUSP00000114062
ENOG410V8RH	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	ENSPTRP00000001502	ENSMUSP00000057828
ENOG410V8RJ	solute carrier family 34 (sodium phosphate), member	ENSPTRP00000043446, ENSPTRP00000027486, ENSPTRP00000030034	ENSMUSP00000006638, ENSMUSP00000092380, ENSMUSP00000059138
ENOG410V8RM	Basic helix-loop-helix family, member e41	ENSPTRP00000008155	ENSMUSP00000032386
ENOG410V8RQ	ELOVL fatty acid elongase 4	ENSPTRP00000031398	ENSMUSP00000034796
ENOG410V8RP	Actin-related protein 10 homolog (S. cerevisiae)	ENSPTRP00000010839	ENSMUSP00000021479
ENOG410V8RS	transmembrane protein 161B	ENSPTRP00000029207, ENSPTRP00000048870	ENSMUSP00000002413, ENSMUSP00000055208
ENOG410V8RR	Baculoviral IAP	ENSPTRP00000007251, ENSPTRP00000038304, ENSPTRP00000007250	ENSMUSP00000013949, ENSMUSP00000091422, ENSMUSP00000026978
ENOG410V8RU	osteosarcoma amplified 9, endoplasmic reticulum lectin	ENSPTRP00000008753	ENSMUSP00000128914
ENOG410V8RT	regulator of G-protein signaling 19	ENSPTRP00000040391	ENSMUSP00000002532
ENOG410V8RW	Pyruvate dehydrogenase kinase, isozyme	ENSPTRP00000033224, ENSPTRP00000015943, ENSPTRP00000037297, ENSPTRP00000021603	ENSMUSP00000041447, ENSMUSP00000006669, ENSMUSP00000019721, ENSMUSP00000036604
ENOG410V8RV	chromosome 6 open reading frame 163	ENSPTRP00000049859	ENSMUSP00000092748
ENOG410V8RY	C1q and tumor necrosis factor related protein 7	ENSPTRP00000027430	ENSMUSP00000126974
ENOG410V8RX	melanoma antigen family H, 1	ENSPTRP00000047391	ENSMUSP00000057157
ENOG410V8R1	RNA binding motif protein	ENSPTRP00000006780, ENSPTRP00000006779	ENSMUSP00000038256
ENOG410V8R0	Interleukin 1 receptor accessory protein	ENSPTRP00000027076	ENSMUSP00000093843
ENOG410V8R3	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	ENSPTRP00000011176	ENSMUSP00000072527
ENOG410V8R2	zinc finger, CCHC domain containing 24	ENSPTRP00000004648	ENSMUSP00000068677
ENOG410V8R5	Methyl-CpG binding domain protein 1	ENSPTRP00000017032	ENSMUSP00000095137
ENOG410V8R4	Epiphycan	ENSPTRP00000008984	ENSMUSP00000020094
ENOG410V8R7	SECIS binding protein	ENSPTRP00000036055, ENSPTRP00000051505	ENSMUSP00000045740, ENSMUSP00000055772
ENOG410V8R6	Tectonic family member 1	ENSPTRP00000056716	ENSMUSP00000107367
ENOG410V8R8	kiaa1432	ENSPTRP00000049485	ENSMUSP00000043437
ENOG410VP25	defensin beta	ENSPTRP00000034194	ENSMUSP00000059763, ENSMUSP00000064554
ENOG410VF1D	Membrane-spanning 4-domains, subfamily A, member 5	ENSPTRP00000006393	ENSMUSP00000066960
ENOG410VF1H	Tumor suppressing subtransferable candidate 4	ENSPTRP00000005618	ENSMUSP00000056582
ENOG410VF1M	GLI pathogenesis-related 1 like 1	ENSPTRP00000008893	ENSMUSP00000073302
ENOG410VF1R	Uroplakin 2	ENSPTRP00000007468	ENSMUSP00000040481
ENOG410VF1P	Lysosomal-associated membrane protein 3	ENSPTRP00000026949	ENSMUSP00000080556
ENOG410VF1Q	FERM domain containing	ENSPTRP00000003905, ENSPTRP00000056632	ENSMUSP00000089079, ENSMUSP00000108982
ENOG410VF1Z	zinc finger protein 248	ENSPTRP00000038965	ENSMUSP00000068807
ENOG410VF1Y	SUZ RNA binding domain containing 1	ENSPTRP00000000407	ENSMUSP00000099545
ENOG410VF16	chromosome 1 open reading frame 226	ENSPTRP00000060261	ENSMUSP00000136757
ENOG410VF14	rhabdoid tumor deletion region gene 1	ENSPTRP00000024335	ENSMUSP00000131632
ENOG410V951	Fibrinogen C domain containing 1	ENSPTRP00000036754	ENSMUSP00000028188
ENOG410V953	AVL9 homolog (S. cerevisiase)	ENSPTRP00000032569	ENSMUSP00000031805
ENOG410V956	PHD finger protein 14	ENSPTRP00000057508	ENSMUSP00000111173
ENOG410V95A	ubiquitin-conjugating enzyme	ENSPTRP00000027533	ENSMUSP00000122471
ENOG410V95D	ste20-related kinase adaptor	ENSPTRP00000016166	ENSMUSP00000027185, ENSMUSP00000007444
ENOG410V95G	40S ribosomal protein S3a	ENSPTRP00000058423	ENSMUSP00000096784, ENSMUSP00000073864, ENSMUSP00000029722
ENOG410V5QI	protein phosphatase, Mg2 Mn2 dependent, 1G	ENSPTRP00000020214	ENSMUSP00000031032
ENOG410WIDT	Prefoldin subunit 1	ENSPTRP00000029594	ENSMUSP00000025204
ENOG410WIDY	Methyltransferase like 22	ENSPTRP00000053776	ENSMUSP00000044108
ENOG410WID0	Apoptotic peptidase activating factor 1	ENSPTRP00000042795	ENSMUSP00000020157
ENOG410VGDG	secreted phosphoprotein 1	ENSPTRP00000057851	ENSMUSP00000084043
ENOG410VGDM	Coiled-coil domain containing 7	ENSPTRP00000057157	ENSMUSP00000092780, ENSMUSP00000026912
ENOG410VGD5	family with sequence similarity 159, member A	ENSPTRP00000058392	ENSMUSP00000060463
ENOG410VGD9	ubiquitin associated protein 1-like	ENSPTRP00000060875	ENSMUSP00000128815
ENOG410VN8G	Hepcidin antimicrobial peptide	ENSPTRP00000018553	ENSMUSP00000055404, ENSMUSP00000074240
ENOG410VB00	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	ENSPTRP00000018779	ENSMUSP00000055562
ENOG410WJGA	FYVE, RhoGEF and PH domain containing 6	ENSPTRP00000009021	ENSMUSP00000020208
ENOG410WJGP	Dehydrogenase reductase SDR family member	ENSPTRP00000010870	ENSMUSP00000021512
ENOG410VB08	Family with sequence similarity 83, member B	ENSPTRP00000031256	ENSMUSP00000096146
ENOG410V8C8	Lymphotoxin beta receptor (TNFR superfamily, member 3)	ENSPTRP00000007817	ENSMUSP00000032489
ENOG410V5FY	Chaperonin containing TCP1, subunit 2 (Beta)	ENSPTRP00000008847	ENSMUSP00000036288
ENOG410V8CE	Lysophospholipase	ENSPTRP00000052687	ENSMUSP00000027036, ENSMUSP00000064204
ENOG410WFT3	ankyrin repeat domain 40	ENSPTRP00000015983	ENSMUSP00000103448
ENOG410WFT0	serine threonine-protein phosphatase	ENSPTRP00000009252	ENSMUSP00000099587
ENOG410VBT9	heat shock transcription factor	ENSPTRP00000014029, ENSPTRP00000031689	ENSMUSP00000078761, ENSMUSP00000048904, ENSMUSP00000072617
ENOG410VBT5	Coenzyme Q7 homolog, ubiquinone (Yeast)	ENSPTRP00000013359	ENSMUSP00000032887
ENOG410VBTK	tRNA methyltransferase 44 homolog (S. cerevisiae)	ENSPTRP00000058770	ENSMUSP00000030980
ENOG410V47T	WD repeat domain 93	ENSPTRP00000012722	ENSMUSP00000037467
ENOG410VIB4	ATPase, H transporting, lysosomal 13kDa, V1 subunit G1	ENSPTRP00000036372	ENSMUSP00000048770
ENOG410VIB5	Killer cell lectin-like receptor subfamily D, member 1	ENSPTRP00000057110	ENSMUSP00000107694
ENOG410VIB6	KCNE1-like	ENSPTRP00000060411	ENSMUSP00000127773
ENOG410VIB1	INTS3 and NABP interacting protein	ENSPTRP00000043913	ENSMUSP00000092673
ENOG410VIB2	golgi transport 1A	ENSPTRP00000051291	ENSMUSP00000092136
ENOG410VIB3	ribosomal protein L35A	ENSPTRP00000027186	ENSMUSP00000077857
ENOG410VIBZ	TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation (By similarity)	ENSPTRP00000012186	ENSMUSP00000113501
ENOG410VIBU	Chromosome 19 open reading frame 70	ENSPTRP00000017580	ENSMUSP00000052908
ENOG410VIBW	hairy and enhancer of split 2 (Drosophila)	ENSPTRP00000000160	ENSMUSP00000030782
ENOG410VIBQ	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	ENSPTRP00000061410	ENSMUSP00000081002
ENOG410VIBM	Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	ENSPTRP00000000580	ENSMUSP00000008016
ENOG410VIBN	Transmembrane protein 154	ENSPTRP00000053278	ENSMUSP00000103310
ENOG410VIBH	Ribosomal protein S19 binding protein 1	ENSPTRP00000024807	ENSMUSP00000061167
ENOG410VIBJ	calcitonin-related polypeptide alpha	ENSPTRP00000046288	ENSMUSP00000032907
ENOG410VIBD	DNA-directed RNA polymerase II subunit	ENSPTRP00000047734, ENSPTRP00000032677	ENSMUSP00000038505
ENOG410VIBE	Transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	ENSPTRP00000013091, ENSPTRP00000060850	ENSMUSP00000066210
ENOG410VIBA	Dynein light chain Tctex-type 3	ENSPTRP00000037380	ENSMUSP00000033519
ENOG410WGKB	StAR-related lipid transfer (START) domain containing 4	ENSPTRP00000029318	ENSMUSP00000025236
ENOG410WGKI	interferon regulatory factor 2 binding protein 2	ENSPTRP00000051035	ENSMUSP00000062753
ENOG410V7C1	GPRIN family member 3	ENSPTRP00000027965	ENSMUSP00000051805
ENOG410V7C0	RNA polymerase II associated protein 2	ENSPTRP00000001652	ENSMUSP00000070209
ENOG410V7C3	tumor suppressor candidate 3	ENSPTRP00000059071, ENSPTRP00000037920	ENSMUSP00000126080, ENSMUSP00000033583
ENOG410V7C4	armadillo repeat containing 6	ENSPTRP00000018305	ENSMUSP00000019679
ENOG410V7C7	Tyrosylprotein sulfotransferase	ENSPTRP00000032891, ENSPTRP00000024444	ENSMUSP00000031287, ENSMUSP00000035614
ENOG410V7C6	olfactory receptor, family 51, subfamily B, member	ENSPTRP00000054845, ENSPTRP00000054844, ENSPTRP00000054842, ENSPTRP00000005714	ENSMUSP00000080444, ENSMUSP00000078119
ENOG410V7C9	G- protein-coupled receptor	ENSPTRP00000017650, ENSPTRP00000048796	ENSMUSP00000005975, ENSMUSP00000056739
ENOG410V7C8	arginase	ENSPTRP00000031753, ENSPTRP00000010966	ENSMUSP00000020161, ENSMUSP00000021550
ENOG410V7CC	Ring finger protein 219	ENSPTRP00000053441	ENSMUSP00000022716
ENOG410V7CB	seizure related 6 homolog	ENSPTRP00000015265, ENSPTRP00000045194, ENSPTRP00000041557	ENSMUSP00000078454, ENSMUSP00000091532, ENSMUSP00000101940
ENOG410V7CE	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	ENSPTRP00000045313	ENSMUSP00000084799
ENOG410V7CD	Arrestin domain containing 4	ENSPTRP00000059963	ENSMUSP00000044578
ENOG410V7CG	F-box protein 22	ENSPTRP00000012503	ENSMUSP00000034859
ENOG410V7CI	sodium channel, non-voltage-gated 1, gamma	ENSPTRP00000013456	ENSMUSP00000000221
ENOG410V7CH	Neurochondrin	ENSPTRP00000044614	ENSMUSP00000030637
ENOG410V7CK	DENN MADD domain containing	ENSPTRP00000005844, ENSPTRP00000005843	ENSMUSP00000079295, ENSMUSP00000107182
ENOG410V7CJ	Tyrosyl-DNA phosphodiesterase 1	ENSPTRP00000011271	ENSMUSP00000021594
ENOG410V7CM	Leukocyte cell derived chemotaxin 1	ENSPTRP00000010040	ENSMUSP00000022603
ENOG410V7CN	NOP2 Sun RNA methyltransferase family, member 2	ENSPTRP00000045721	ENSMUSP00000105321
ENOG410V7CQ	solute carrier family 35 member	ENSPTRP00000034226	ENSMUSP00000099646
ENOG410V7CP	Mitochondrial ribosomal protein S28	ENSPTRP00000034844	ENSMUSP00000038305
ENOG410V7CS	serine incorporator	ENSPTRP00000023229, ENSPTRP00000000800, ENSPTRP00000031691	ENSMUSP00000020027, ENSMUSP00000017851, ENSMUSP00000101618
ENOG410V7CR	F-box protein 11	ENSPTRP00000020437	ENSMUSP00000005504
ENOG410V7CU	Ras responsive element binding protein 1	ENSPTRP00000050621	ENSMUSP00000049265
ENOG410V7CT	One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell (By similarity)	ENSPTRP00000041093, ENSPTRP00000053675, ENSPTRP00000037841	ENSMUSP00000062723, ENSMUSP00000035630, ENSMUSP00000054343
ENOG410V7CW	Clathrin, heavy	ENSPTRP00000024207, ENSPTRP00000039324	ENSMUSP00000099475
ENOG410V7CY	Orthodenticle homeobox	ENSPTRP00000020563, ENSPTRP00000010823	ENSMUSP00000006071, ENSMUSP00000113690
ENOG410V7CX	Chromosome 5 open reading frame 28	ENSPTRP00000028870	ENSMUSP00000137012, ENSMUSP00000096751
ENOG410V7CZ	Component of oligomeric Golgi complex 6	ENSPTRP00000009885	ENSMUSP00000048603
ENOG410VCXF	sushi domain containing 2	ENSPTRP00000049798	ENSMUSP00000093197
ENOG410VCXG	KN motif and ankyrin repeat domains 4	ENSPTRP00000052245	ENSMUSP00000099851
ENOG410VCXB	Protein kinase, cAMP-dependent, regulatory, type II	ENSPTRP00000025724, ENSPTRP00000060003	ENSMUSP00000035220, ENSMUSP00000003079
ENOG410VCXC	Ectodysplasin A2 receptor	ENSPTRP00000037768	ENSMUSP00000041210
ENOG410VCXM	chromosome 9 open reading frame 84	ENSPTRP00000036314	ENSMUSP00000103171
ENOG410VCXN	sodium channel, voltage-gated, type II, beta subunit	ENSPTRP00000007434	ENSMUSP00000091377
ENOG410VCXH	HD domain containing 3	ENSPTRP00000012759	ENSMUSP00000032747
ENOG410VCXI	Agmatine ureohydrolase (Agmatinase)	ENSPTRP00000000371	ENSMUSP00000040853
ENOG410VCXJ	ribonuclease P MRP 25kDa subunit-like	ENSPTRP00000035719	ENSMUSP00000041477
ENOG410VCXT	metallo-beta-lactamase domain containing 1	ENSPTRP00000055376	ENSMUSP00000052869
ENOG410VCXW	shisa homolog 6 (Xenopus laevis)	ENSPTRP00000052908	ENSMUSP00000071025
ENOG410VCXP	neuregulin 2	ENSPTRP00000042359	ENSMUSP00000111378
ENOG410VCXQ	endothelial cell adhesion molecule	ENSPTRP00000007572	ENSMUSP00000002011
ENOG410VCXR	Functions as extracellular chaperone that prevents aggregation of nonnative proteins. Prevents stress-induced aggregation of blood plasma proteins. Inhibits formation of amyloid fibrils by APP, APOC2, B2M, CALCA, CSN3, SNCA and aggregation-prone LYZ variants (in vitro). Does not require ATP. Maintains partially unfolded proteins in a state appropriate for subsequent refolding by other chaperones, such as HSPA8 HSC70. Does not refold proteins by itself. Binding to cell surface receptors triggers internalization of the chaperone-client complex and subsequent lysosomal or proteasomal degradation. When secreted, protects cells against apoptosis and against cytolysis by complement. Intracellular forms interact with ubiquitin and SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complexes and promote the ubiquitination and subsequent proteasomal degradation of target proteins. Promotes proteasomal degradation of COMMD1 and IKBKB. Modulates NF-kappa-B transcriptional activity. Promotes apoptosis when in the nucleus. Inhibits apoptosis when associated with the mitochondrial membrane by interference with BAX-dependent release of cytochrome c into the cytoplasm. Plays a role in the regulation of cell proliferation (By similarity)	ENSPTRP00000034423	ENSMUSP00000022616
ENOG410VCXS	TOLL-like receptor	ENSPTRP00000047494, ENSPTRP00000047493	ENSMUSP00000036762, ENSMUSP00000061853
ENOG410VCXY	melanin-concentrating hormone receptor 1	ENSPTRP00000024831	ENSMUSP00000126191
ENOG410VCXZ	Zinc finger, AN1-type domain 3	ENSPTRP00000050186	ENSMUSP00000063158
ENOG410VCX6	Transcription factor	ENSPTRP00000049045	ENSMUSP00000097620
ENOG410VCX7	Surfeit 6	ENSPTRP00000036818	ENSMUSP00000048457
ENOG410VCX0	Fc fragment of IgG, high affinity Ia, receptor (CD64)	ENSPTRP00000002095	ENSMUSP00000029748
ENOG410VCX1	Lipoma HMGIC fusion	ENSPTRP00000038205, ENSPTRP00000009884	ENSMUSP00000044054, ENSMUSP00000056364
ENOG410VCX2	Thymidine phosphorylase	ENSPTRP00000040056	ENSMUSP00000023285
ENOG410VCX8	E3 ubiquitin- protein ligase	ENSPTRP00000013697, ENSPTRP00000036236	ENSMUSP00000033088, ENSMUSP00000029989
