#ortholog	function	species_a	species_b
ENOG410V5FE	laminin beta	ENSP00000307156, ENSP00000222399	GB13917-PA
ENOG410V5FG	adenosine deaminase, tRNA-specific 3	ENSP00000332448	GB11993-PA
ENOG410V5FA	cysteine-rich secretory protein LCCL domain containing	ENSP00000262424, ENSP00000262207	GB17780-PA
ENOG410V5FC	Ribosomal protein S13	ENSP00000435777	GB15692-PA
ENOG410V5F1	charged multivesicular body protein 5	ENSP00000223500	GB12727-PA
ENOG410V5F3	RasGEF domain family, member	ENSP00000264400, ENSP00000379154, ENSP00000354963	GB10119-PA
ENOG410VAK6	phosphorylated adaptor for RNA export	ENSP00000297540	GB14984-PA
ENOG410VAK5	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	ENSP00000299259	GB17467-PA
ENOG410VAKK	BTB (POZ) domain containing 10	ENSP00000278174	GB17850-PA
ENOG410VAKH	Solute carrier family 38, member 11	ENSP00000386272	GB15490-PA
ENOG410V7VH	MAD1 mitotic arrest deficient-like 1 (yeast)	ENSP00000265854	GB13315-PA
ENOG410V7VI	Apoptotic chromatin condensation inducer 1	ENSP00000262710	GB15209-PA
ENOG410V7VD	Dihydrouridine synthase 3-like (S. cerevisiae)	ENSP00000311977	GB18326-PA
ENOG410V7VA	Cleavage stimulation factor, 3' pre-RNA subunit 2	ENSP00000332444, ENSP00000362063	GB18097-PA
ENOG410V7V4	ER degradation enhancer, mannosidase alpha-like	ENSP00000363616, ENSP00000318147, ENSP00000256497	GB10575-PA, GB11659-PA
ENOG410VCK8	Aminolevulinate, delta-, synthase	ENSP00000332369, ENSP00000309259	GB19215-PA
ENOG410VCK4	Programmed cell death	ENSP00000246535	GB12515-PA
ENOG410VCK1	GDNF family receptor alpha like	ENSP00000343636	GB19438-PA
ENOG410VCKM	WW domain binding protein 2	ENSP00000254806	GB12308-PA
ENOG410VCKK	26S proteasome non-ATPase regulatory subunit	ENSP00000440485	GB15826-PA
ENOG410VCKF	Chromosome 3 open reading frame 37	ENSP00000372955	GB14074-PA
ENOG410VCKQ	cell adhesion molecule 1	ENSP00000395359	GB17838-PA
ENOG410V4Q9	Dynein, axonemal, heavy chain	ENSP00000265104, ENSP00000333363, ENSP00000386770	GB11197-PA, GB10635-PA, GB17001-PA
ENOG410V4NY	mitogenactivated protein kinase	ENSP00000389338, ENSP00000353483, ENSP00000352157	GB16401-PA
ENOG410V4N5	SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)	ENSP00000265195	GB18167-PA
ENOG410V820	potassium voltage-gated channel, Shaw-related subfamily, member	ENSP00000358802, ENSP00000265969, ENSP00000434241, ENSP00000449253	GB15328-PA
ENOG410V825	NME NM23 family member 7	ENSP00000356785	GB15059-PA
ENOG410V824	Phenylalanyl-tRNA synthetase 2, mitochondrial	ENSP00000274680	GB14627-PA
ENOG410V827	Hermansky-Pudlak syndrome 5	ENSP00000265967	GB11265-PA
ENOG410V826	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	ENSP00000375748, ENSP00000312021	GB16372-PA
ENOG410V828	fez family zinc finger	ENSP00000411145, ENSP00000283268	GB19963-PA
ENOG410V82E	solute carrier family 52, riboflavin transporter, member	ENSP00000217254, ENSP00000455014, ENSP00000254853, ENSP00000333638	GB11483-PA
ENOG410V82F	Transketolase	ENSP00000358931, ENSP00000405455, ENSP00000472763, ENSP00000280605	GB15619-PA
ENOG410V82I	eukaryotic translation Elongation Factor 1	ENSP00000380597, ENSP00000369038	GB17767-PA
ENOG410V82H	phosphatidylinositol transfer protein	ENSP00000334738, ENSP00000316809	GB10590-PA
ENOG410V82J	Asparagine-linked glycosylation 5, dolichyl-phosphate beta-glucosyltransferase homolog (S. cerevisiae)	ENSP00000239891	GB18712-PA
ENOG410V82Q	Poly (ADP-ribose) polymerase family, member 16	ENSP00000261888	GB19398-PA
ENOG410V82S	Coiled-coil domain containing 12	ENSP00000292314	GB12388-PA
ENOG410V82U	pre-rRNA processing protein involved in ribosome biogenesis (By similarity)	ENSP00000007390	GB16093-PA
ENOG410V82V	Chromodomain protein	ENSP00000380718, ENSP00000250838, ENSP00000372319, ENSP00000303178, ENSP00000302968	GB19880-PA
ENOG410V82Z	Roundabout, axon guidance receptor, homolog	ENSP00000417335, ENSP00000380903, ENSP00000420321	GB17658-PA
ENOG410VDIV	Potassium channel subfamily K member 18	ENSP00000334650	GB20110-PA, GB17599-PA
ENOG410VDIP	Chromosome 5 open reading frame 4	ENSP00000320604	GB16080-PA
ENOG410V9P0	Unc-13 homolog	ENSP00000429562, ENSP00000260323, ENSP00000367756	GB12196-PA
ENOG410V9P8	5-3 exoribonuclease	ENSP00000366396, ENSP00000264951	GB17901-PA, GB10706-PA
ENOG410V9PV	essential meiotic endonuclease 1 homolog 1 (S. pombe)	ENSP00000376952	GB13010-PA
ENOG410V9PW	DnaJ (Hsp40) homolog, subfamily C, member 9	ENSP00000362041	GB18305-PA
ENOG410V9PR	Nurim (Nuclear envelope membrane protein)	ENSP00000373065, ENSP00000398752, ENSP00000405789, ENSP00000409285, ENSP00000259953, ENSP00000397755, ENSP00000414927	GB16505-PA
ENOG410V9PX	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)	ENSP00000298281	GB12825-PA
ENOG410V9PY	Kaptin (Actin binding protein)	ENSP00000337850	GB19358-PA
ENOG410V9PG	dispatched homolog	ENSP00000284476, ENSP00000267889	GB13340-PA
ENOG410V9PD	RNA guanylyltransferase and 5'-phosphatase	ENSP00000358497	GB17572-PA
ENOG410V9PB	Guanine deaminase	ENSP00000238018	GB18172-PA
ENOG410V9PA	G elongation factor, mitochondrial	ENSP00000296805, ENSP00000419038	GB16479-PA, GB17379-PA
ENOG410V9PH	Multiple inositol polyphosphate phosphatase	ENSP00000361064	GB17098-PA, GB11465-PA
ENOG410VEUT	Cannabinoid receptor interacting protein 1	ENSP00000263655	GB13357-PA
ENOG410VEU7	Ribosomal protein	ENSP00000265100, ENSP00000293842	GB13731-PB
ENOG410VJ6M	chromosome 6 open reading frame 162	ENSP00000229570	GB10076-PA
ENOG410VJ6F	Translocase of inner mitochondrial membrane 13 homolog (Yeast)	ENSP00000215570	GB17630-PA
ENOG410VJ6D	domain family member	ENSP00000274787	GB12296-PA
ENOG410VJ6B	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	ENSP00000249299	GB14039-PA
ENOG410VJ67	dynein light chain roadblock-type	ENSP00000302936, ENSP00000349679	GB16286-PA
ENOG410VJ64	dynein, light chain	ENSP00000242577, ENSP00000240343	GB15711-PA
ENOG410VCPN	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	ENSP00000299314	GB15324-PA
ENOG410VAP4	polymerase (DNA directed), eta	ENSP00000361310	GB15618-PA
ENOG410VAP5	tetraspanin	ENSP00000307701, ENSP00000309036	GB15197-PA
ENOG410VAP2	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)	ENSP00000368305	GB13115-PA
ENOG410VAPX	Centrosomal protein 164kDa	ENSP00000278935	GB16672-PA
ENOG410VAPQ	suppressor of mek1 (Dictyostelium)	ENSP00000339769, ENSP00000337125	GB14118-PA
ENOG410VAPN	cysteine-rich secretory protein	ENSP00000339155, ENSP00000389026	GB19688-PA
ENOG410VAPK	sphingomyelin phosphodiesterase 1, acid lysosomal	ENSP00000340409	GB17174-PA
ENOG410VAPH	Malate dehydrogenase	ENSP00000438144	GB18727-PA
ENOG410VAPF	Mitochondrial GTPase involved in mitochondrial trafficking (By similarity)	ENSP00000351132, ENSP00000321971	GB17308-PA
ENOG410VAPD	Asparaginyl-tRNA synthetase 2, mitochondrial	ENSP00000281038	GB14411-PA
ENOG410VAPC	polymerase (DNA directed), gamma	ENSP00000268124	GB10422-PA
ENOG410VHUM	mitochondrial ribosomal protein L50	ENSP00000363999	GB19148-PA, GB19337-PA
ENOG410VB7K	solute carrier family 25 (mitochondrial carrier)	ENSP00000390722	GB13621-PA
ENOG410VM05	biogenesis of lysosomal organelles complex-1, subunit 2	ENSP00000359398	GB11205-PA
ENOG410VFRB	KTI12 homolog, chromatin associated (S. cerevisiae)	ENSP00000360676	GB12780-PA
ENOG410VKJJ	Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction	ENSP00000248150	GB10017-PA
ENOG410V5JZ	solute carrier family 25 (mitochondrial carrier	ENSP00000457733, ENSP00000362159, ENSP00000301454	GB10745-PA
ENOG410V5JR	Kinesin family member	ENSP00000378356, ENSP00000260753	GB30167-PA, GB18655-PA
ENOG410V5JS	phosphoenolpyruvate carboxykinase	ENSP00000319814, ENSP00000216780	GB16196-PA
ENOG410V5JH	potassium voltage-gated channel shaker-related subfamily member	ENSP00000252321, ENSP00000358784, ENSP00000371985, ENSP00000328511, ENSP00000358786, ENSP00000314520	GB18814-PA
ENOG410V5JJ	protein kinase, AMP-activated, gamma	ENSP00000323867, ENSP00000287878	GB17942-PA
ENOG410V5JA	Angiotensin I converting enzyme peptidyl-dipeptidase A	ENSP00000290866, ENSP00000252519, ENSP00000464149	GB11983-PA, GB20065-PA, GB16675-PA
ENOG410V5JB	processing of precursor 1, ribonuclease P MRP subunit (S. cerevisiae)	ENSP00000339529	GB12696-PA
ENOG410V5JD	6-phosphofructo-2-kinase fructose-26-biphosphatase	ENSP00000356047, ENSP00000369100, ENSP00000364145, ENSP00000232375	GB15428-PA, GB10352-PA
ENOG410V5JE	Family with sequence similarity 20, member	ENSP00000468308, ENSP00000263733, ENSP00000322323	GB15993-PA, GB17007-PA
ENOG410V5J8	Importin subunit alpha	ENSP00000362728, ENSP00000343701, ENSP00000348704	GB15853-PA
ENOG410V5J2	Breast carcinoma amplified sequence 2	ENSP00000358554	GB18894-PA
ENOG410V5J4	related RAS viral (r-ras) oncogene homolog	ENSP00000246792, ENSP00000458232, ENSP00000256196	GB17957-PA
ENOG410V5J6	WD repeat domain 81	ENSP00000386609	GB13824-PA, GB19409-PA
ENOG410V5J7	Nemo-Like kinase	ENSP00000384625	GB12339-PA
ENOG410VAG3	glucosamine-6-phosphate deaminase	ENSP00000311876, ENSP00000295448	GB12628-PA
ENOG410VAG1	TGF-beta activated kinase 1 MAP3K7 binding protein 2	ENSP00000286332	GB18650-PB
ENOG410VAGX	Transient receptor potential cation channel subfamily A member	ENSP00000262209	GB18509-PA
ENOG410VAGP	Chromosome 6 open reading frame 106	ENSP00000363135	GB10359-PA
ENOG410VAGM	Family with sequence similarity 109, member	ENSP00000354461	GB11611-PA
ENOG410VAGK	UNC homeobox	ENSP00000314480	GB10221-PA
ENOG410VAGJ	EFR3 homolog	ENSP00000384081, ENSP00000254624	GB16981-PA
ENOG410V4P8	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)	ENSP00000271308	GB16526-PA
ENOG410V4PN	proline dehydrogenase (oxidase)	ENSP00000301175, ENSP00000349577	GB16218-PA
ENOG410V4PX	Rhotekin	ENSP00000362894, ENSP00000272430	GB17738-PA
ENOG410VB38	La ribonucleoprotein domain family member 6	ENSP00000299213	GB13712-PA
ENOG410VB35	insulinoma-associated	ENSP00000312631, ENSP00000306523	GB14983-PA
ENOG410VB36	Phosphatidylinositol transfer protein cytoplasmic 1	ENSP00000335618	GB12695-PA
ENOG410VB31	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	ENSP00000346340	GB19794-PA
ENOG410V7DE	leucine rich repeat containing 57	ENSP00000326817	GB16665-PA
ENOG410V7DT	ankyrin repeat and LEM domain containing 1	ENSP00000377971	GB10306-PA
ENOG410V7DS	Solute carrier family 25 member	ENSP00000344831, ENSP00000366299	GB19712-PA
ENOG410V7DZ	COP9 (constitutive photomorphogenic) homolog, subunit	ENSP00000229251, ENSP00000272995	GB18828-PA
ENOG410VCY8	cytochrome b5 domain containing 2	ENSP00000301391	GB18590-PA
ENOG410VCY6	LanC lantibiotic synthetase component C-like	ENSP00000367882, ENSP00000254770, ENSP00000468924, ENSP00000233714	GB19781-PA
ENOG410VJDI	Tubulin folding cofactor A	ENSP00000369736	GB17804-PA
ENOG410WDC5	Protein tyrosine phosphatase, non-receptor type	ENSP00000363667, ENSP00000263708	GB17616-PA
ENOG410V54A	Zinc finger protein	ENSP00000227322	GB10652-PA
ENOG410V54J	Sirtuin 2	ENSP00000372191, ENSP00000249396	GB12793-PA
ENOG410V54W	Exportin 6	ENSP00000302790	GB10195-PA
ENOG410V54Y	protein phosphatase 2, regulatory subunit B	ENSP00000335083, ENSP00000469896, ENSP00000336591, ENSP00000325074, ENSP00000399970	GB18138-PA
ENOG410VA9H	eukaryotic translation initiation factor 2, subunit 2	ENSP00000364119	GB10155-PA
ENOG410VAJG	RNA polymerase II, TATA box binding protein (TBP)-associated factor	ENSP00000269142, ENSP00000252996	GB13892-PA
ENOG410V94G	Nitric oxide synthase interacting protein	ENSP00000375726	GB18420-PA
ENOG410WIPK	F-box and leucine-rich repeat protein 16	ENSP00000318674	GB16712-PA
ENOG410WIPP	F-box and leucine-rich repeat protein 7	ENSP00000423630	GB14115-PA
ENOG410VCT4	Phosphodiesterase 6D, cGMP-specific, rod, delta	ENSP00000287600	GB11312-PA
ENOG410V6XX	Exosome component 10	ENSP00000366135	GB30583-PA, GB10486-PA, GB14820-PA
ENOG410V6XI	gem (nuclear organelle) associated protein 2	ENSP00000308533	GB19599-PA
ENOG410V6XK	male-specific lethal 2 homolog (Drosophila)	ENSP00000311827	GB18291-PA
ENOG410V6XC	Solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	ENSP00000296422, ENSP00000354574	GB16560-PA
ENOG410V6XB	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	ENSP00000308610	GB12526-PA
ENOG410V6XE	Acyl-CoA synthetase family member 2	ENSP00000300441	GB12778-PA
ENOG410V6XF	o-fucosylpeptide 3-beta-n-acetylglucosaminyltransferase	ENSP00000222725, ENSP00000349490, ENSP00000307971	GB17604-PA
ENOG410V6X8	coiled-coil domain containing 28A	ENSP00000332716	GB18741-PA
ENOG410V6X4	Chromosome 19 open reading frame 54	ENSP00000367564	GB10806-PA
ENOG410VBC1	associated kinase	ENSP00000334836, ENSP00000386456, ENSP00000314499	GB18921-PA, GB13956-PA
ENOG410VBC3	PR domain containing 1 with ZNF domain	ENSP00000358092	GB11750-PA
ENOG410VBCX	Angio-associated migratory cell protein	ENSP00000248450	GB13960-PA
ENOG410VBCT	mitochondrial ribosomal protein s22	ENSP00000310785	GB13769-PA
ENOG410VBCR	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	ENSP00000296792	GB12723-PA
ENOG410VBCH	COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis	ENSP00000268717	GB12317-PA
ENOG410VBCK	ribosomal protein L21	ENSP00000346027	GB16182-PA
ENOG410VBCE	Xenotropic and polytropic retrovirus receptor 1	ENSP00000356562	GB13775-PA, GB10680-PA
ENOG410VBCG	forkhead box N3	ENSP00000261302	GB12533-PA
ENOG410VBCA	DnaJ (Hsp40) homolog, subfamily B, member	ENSP00000307197, ENSP00000262177	GB16916-PA
ENOG410VBCB	protein tyrosine phosphatase-like A domain containing 1	ENSP00000261875	GB10416-PA, GB30013-RA_2
ENOG410VE1K	nucleolar protein 10	ENSP00000371101	GB18615-PA
ENOG410V5E1	ATM interactor	ENSP00000299575	GB15175-PA
ENOG410VGPP	nudix (nucleoside diphosphate linked moiety X)-type motif 14	ENSP00000376349	GB12382-PA
ENOG410VGP7	twist homolog	ENSP00000405176, ENSP00000242261	GB18475-PA
ENOG410V5EB	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)	ENSP00000351314, ENSP00000259457	GB19553-PA
ENOG410WCA2	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The nubp1-nubp2 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins (By similarity)	ENSP00000262302, ENSP00000283027	GB11933-PA
ENOG410V8K9	Phosphoglucomutase	ENSP00000298198, ENSP00000371393	GB10888-PA
ENOG410V8K7	ARP5 actin-related protein 5 homolog (yeast)	ENSP00000243903	GB16783-PA
ENOG410V8KZ	solute carrier family 5 (choline transporter), member 7	ENSP00000264047	GB11121-PA
ENOG410V8KS	Chromosome 11 open reading frame 54	ENSP00000433721	GB14409-PA
ENOG410V8KT	dolichyl-diphosphooligosaccharide--protein glycosyltransferase	ENSP00000364188	GB18042-PA
ENOG410V8KU	ASF1 anti-silencing function 1 homolog	ENSP00000263382, ENSP00000229595	GB10442-PA
ENOG410V8KK	Moloney leukemia virus	ENSP00000350028, ENSP00000262794	GB15508-PA
ENOG410V8KI	Capping protein (Actin filament) muscle Z-line, beta	ENSP00000264202	GB18637-PA
ENOG410V8KG	ArfGAP with dual PH domains	ENSP00000329468, ENSP00000265846	GB13506-PA
ENOG410VD6Y	Coproporphyrinogen oxidase	ENSP00000264193	GB20030-PA
ENOG410VD6Z	ELOVL fatty acid elongase	ENSP00000304736	GB19070-PA
ENOG410VD6I	kiaa1715	ENSP00000272748	GB19383-PA
ENOG410VD6G	Splicing factor 3B subunit 3	ENSP00000305790	GB11574-PA
ENOG410WFXF	Two pore segment channel 1	ENSP00000438125	GB15710-PA
ENOG410WFXT	syntaxin binding protein	ENSP00000321826, ENSP00000273666	GB11085-PA
ENOG410WIMI	nudix (nucleoside diphosphate linked moiety X)-type motif	ENSP00000351650	GB11413-PA
ENOG410VIV1	Eukaryotic translation initiation factor 4E binding protein	ENSP00000362314, ENSP00000308472, ENSP00000340691	GB10069-PA
ENOG410VIVK	signal recognition particle 14kDa (homologous Alu RNA binding protein)	ENSP00000267884	GB15372-PA
ENOG410WGGJ	Fas (TNFRSF6) associated factor 1	ENSP00000360843	GB17514-PA
ENOG410VHY2	polymerase (RNA) I polypeptide D, 16kDa	ENSP00000302478	GB13269-PA
ENOG410V4DD	L-2-hydroxyglutarate dehydrogenase	ENSP00000267436	GB16589-PA
ENOG410VK91	component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain (By similarity)	ENSP00000287022	GB11150-PA, GB13385-PA
ENOG410V7F9	zinc metallopeptidase (STE24 homolog, S. cerevisiae)	ENSP00000361845	GB18757-PA
ENOG410V7F7	Otopetrin	ENSP00000332528, ENSP00000328090	GB14534-PA, GB11152-PA
ENOG410V7F5	Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'- phosphodiester. May act as a RNA ligase with broad substrate specificity, and may function toward other RNAs (By similarity)	ENSP00000216038	GB14373-PA
ENOG410V4WB	parkinson protein 2, E3 ubiquitin protein ligase (parkin)	ENSP00000355865	GB10292-PA
ENOG410V4WF	ubiquitin-conjugating enzyme E2M	ENSP00000253023	GB13168-PA
ENOG410V4WX	Solute carrier family 25 (Mitochondrial carrier	ENSP00000265870	GB19976-PA
ENOG410V4WR	Solute carrier family 12 (Potassium chloride	ENSP00000387694, ENSP00000452776, ENSP00000264930, ENSP00000395983	GB17335-PA
ENOG410V4WW	YEATS domain containing 4	ENSP00000247843	GB13136-PA
ENOG410V4W9	karyopherin (importin) beta 1	ENSP00000290158	GB16423-PA
ENOG410V4W2	Ribosomal protein S18	ENSP00000211372	GB12140-PA
ENOG410V4W1	ubiquitin associated protein	ENSP00000355343, ENSP00000354039	GB15656-PA
ENOG410V4W4	transcription factor	ENSP00000346440, ENSP00000262965, ENSP00000331057	GB19677-PA
ENOG410VB67	ribosomal protein S24	ENSP00000318158	GB16879-PA
ENOG410VB63	potassium channel tetramerisation domain containing 9	ENSP00000221200	GB17928-PA
ENOG410VB6W	Dolichol kinase	ENSP00000361667	GB15476-PA
ENOG410VB6E	creatine kinase	ENSP00000299198, ENSP00000221476	GB10973-PA
ENOG410VB6C	GATA binding protein 4	ENSP00000334458	GB19895-PA, GB17030-PA
ENOG410VB6A	Heat shock protein 90kDa alpha (Cytosolic), class	ENSP00000325875, ENSP00000335153	GB14758-PA, GB14494-PA
ENOG410VB6N	functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks (By similarity)	ENSP00000352918	GB12977-PA
ENOG410VB6H	Enoyl CoA hydratase 1, peroxisomal	ENSP00000221418	GB12653-PA
ENOG410VIMV	Tax1 (Human T-cell leukemia virus type I) binding protein 3	ENSP00000225525	GB17020-PA
ENOG410VIMB	mitochondrial ribosomal protein L51	ENSP00000229238	GB11144-PA
ENOG410VIME	Mitochondrial ribosomal protein L54	ENSP00000331849	GB17670-PA
ENOG410V999	protoporphyrinogen oxidase	ENSP00000343943	GB10177-PA
ENOG410V995	fgfr1op N-terminal like	ENSP00000255759	GB12038-PA
ENOG410V991	dual specificity phosphatase 10	ENSP00000355866	GB19901-PA
ENOG410V99H	DEAD H (Asp-Glu-Ala-Asp His) box helicase 11	ENSP00000384703	GB15151-PA
ENOG410V99K	ADAM metallopeptidase domain 17	ENSP00000309968	GB18818-PA
ENOG410V99G	syntaxin 8	ENSP00000305255	GB11192-PA
ENOG410V99Y	Glycerone-phosphate O-acyltransferase	ENSP00000355607	GB19682-PA
ENOG410V99U	thioredoxin domain containing 9	ENSP00000264255	GB16919-PA
ENOG410V99T	Leucine rich repeat containing 40	ENSP00000359990	GB10634-PA
ENOG410V99S	Intraflagellar transport 88 homolog (Chlamydomonas)	ENSP00000323580	GB14156-PA
ENOG410WHRT	synaptic vesicle glycoprotein	ENSP00000423541, ENSP00000463016, ENSP00000358142	GB17151-PA
ENOG410VE2B	serum response factor (c-fos serum response element-binding transcription factor)	ENSP00000265354	GB15081-PA
ENOG410VE2C	RWD domain containing	ENSP00000418693, ENSP00000358739	GB18932-PA
