#ortholog	function	species_a	species_b
ENOG410V6F9	seryl-tRNA synthetase	ENSPTRP00000018766	GB11684-PA
ENOG410V6F7	glucuronidase, beta	ENSPTRP00000032885	GB14269-PA
ENOG410V6F6	Zinc finger protein 367	ENSPTRP00000036147	GB17171-PA
ENOG410W1R5	myosin light chain kinase	ENSPTRP00000030173, ENSPTRP00000013797, ENSPTRP00000022910	GB16909-PA, GB14586-PA
ENOG410V6FZ	fragile X mental retardation	ENSPTRP00000014831, ENSPTRP00000038497, ENSPTRP00000026942	GB13449-PA
ENOG410V6FA	protein kinase c	ENSPTRP00000026868	GB19525-PA
ENOG410V6FD	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)	ENSPTRP00000032202	GB10123-PA
ENOG410VI4V	mef2b neighbor	ENSPTRP00000060833	GB12225-PA
ENOG410V6KP	Aquaporin 4	ENSPTRP00000016898	GB14542-PA, GB17478-PA
ENOG410V6KZ	ELM2 and Myb SANT-like domain containing 1	ENSPTRP00000019242, ENSPTRP00000031046, ENSPTRP00000011070	GB14672-PA
ENOG410V6KB	Carboxypeptidase	ENSPTRP00000027405, ENSPTRP00000038931, ENSPTRP00000008834, ENSPTRP00000050128, ENSPTRP00000046749, ENSPTRP00000022573, ENSPTRP00000032687	GB17955-PA, GB13958-PA
ENOG410V6KG	Far upstream element (FUSE) binding protein	ENSPTRP00000001537, ENSPTRP00000017628, ENSPTRP00000036744	GB18145-PA
ENOG410V6K2	Pentatricopeptide repeat domain 2	ENSPTRP00000029067	GB10176-PA
ENOG410V6K6	Exostosin	ENSPTRP00000000656, ENSPTRP00000035108, ENSPTRP00000006124	GB17363-PA, GB17343-PA
ENOG410VBV1	AT rich interactive domain 2 (ARID, RFX-like)	ENSPTRP00000008299	GB19258-PA
ENOG410VBV0	ribosomal protein S11	ENSPTRP00000019397	GB15755-PA
ENOG410VBV8	Lim homeobox	ENSPTRP00000009320, ENSPTRP00000054548	GB12408-PA
ENOG410VBVP	Reticulon	ENSPTRP00000056915, ENSPTRP00000054695	GB20139-PA
ENOG410VBVF	activating transcription factor 6	ENSPTRP00000002668, ENSPTRP00000057131	GB16435-PA
ENOG410VBVD	chromosome 2 open reading frame 69	ENSPTRP00000021839	GB15105-PA
ENOG410VBVA	ubiquitination factor E4a	ENSPTRP00000007445	GB18645-PA
ENOG410VBYX	RNA binding motif protein	ENSPTRP00000029695	GB15526-PA
ENOG410VBYV	At rich interactive domain	ENSPTRP00000000684, ENSPTRP00000031975	GB17648-PA
ENOG410VBYU	argininosuccinate lyase	ENSPTRP00000056449	GB15946-PA
ENOG410VBYR	chromosome 12 open reading frame 4	ENSPTRP00000007784	GB15748-PA
ENOG410VBYS	sepiapterin reductase (7,8-dihydrobiopterin NADP oxidoreductase)	ENSPTRP00000020689	GB18536-PA
ENOG410VBYQ	Ring finger protein	ENSPTRP00000002061, ENSPTRP00000017264	GB20149-PA
ENOG410WH2X	Growth arrest-specific 2	ENSPTRP00000005998	GB17638-PA
ENOG410V6DH	fructose-bisphosphate aldolase	ENSPTRP00000036234, ENSPTRP00000015230, ENSPTRP00000055755	GB19460-PA
ENOG410VDVQ	Signal peptidase complex subunit 3 homolog (S. cerevisiae)	ENSPTRP00000028507	GB14961-PA
ENOG410V8V9	Fatty Acid SyNthase	ENSPTRP00000016660	GB16883-PA, GB12198-PA
ENOG410V8V4	member RAS oncogene family	ENSPTRP00000033860	GB12675-PA
ENOG410V8V7	Prolylcarboxypeptidase (Angiotensinase C)	ENSPTRP00000007091, ENSPTRP00000048620	GB19068-PA
ENOG410V8V6	YEATS domain containing 2	ENSPTRP00000026959	GB16001-PA
ENOG410V8V1	S1 RNA binding domain 1	ENSPTRP00000020409	GB15472-PA
ENOG410V8V2	gem (nuclear organelle) associated protein 5	ENSPTRP00000029811	GB10969-PA
ENOG410V8VS	Thyroid hormone receptor interactor 4	ENSPTRP00000012241	GB11274-PA
ENOG410V8VI	WD repeat domain 18	ENSPTRP00000017296	GB17147-PA
ENOG410V8VH	ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the membrane-bound receptor, and returning it to the cytosol to initiate a new round of targeting (By similarity)	ENSPTRP00000017992	GB18636-PA
ENOG410V8VK	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)	ENSPTRP00000018000	GB14057-PA
ENOG410V8VJ	Neuronal pas domain protein	ENSPTRP00000010605, ENSPTRP00000019217	GB30139-PA, GB17871-PA
ENOG410V8VG	cysteine and histidine-rich domain (CHORD) containing 1	ENSPTRP00000007169, ENSPTRP00000037847	GB17624-PA
ENOG410V8VC	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins	ENSPTRP00000005903	GB13119-PA
ENOG410VF5U	Distal-less homeobox 1	ENSPTRP00000039172	GB14516-PA
ENOG410VF5P	Obg-like ATPase 1	ENSPTRP00000021614	GB13161-PA
ENOG410VF5J	Kyphoscoliosis peptidase	ENSPTRP00000026583	GB14063-PA
ENOG410VDKN	Protein phosphatase 1 regulatory subunit 15A	ENSPTRP00000019311	GB16828-PA
ENOG410VMBS	cytochrome c oxidase assembly homolog	ENSPTRP00000053533	GB15238-PA
ENOG410WIX4	Ancient ubiquitous protein 1	ENSPTRP00000020760	GB13805-PA
ENOG410V6PS	Death-domain associated protein	ENSPTRP00000030818	GB19778-PA
ENOG410V6PZ	adenylyl cyclase-associated protein	ENSPTRP00000030314, ENSPTRP00000001011	GB12447-PA, GB30300-PA
ENOG410V6PA	neuronal calcium sensor 1	ENSPTRP00000036728	GB17025-PA
ENOG410V6PH	Tryptophanyl-tRNA synthetase	ENSPTRP00000052487	GB14934-PA
ENOG410V6P1	von Willebrand factor A domain containing 9	ENSPTRP00000012284	GB13725-PA
ENOG410V6P3	ATPase family, AAA domain containing	ENSPTRP00000020103, ENSPTRP00000035148	GB17433-PA, GB16942-PA
ENOG410V6P4	alkB, alkylation repair homolog 7 (E. coli)	ENSPTRP00000017623	GB19852-PA
ENOG410V6P9	non-SMC element 1 homolog (S. cerevisiae)	ENSPTRP00000013521	GB13622-PA
ENOG410VBK4	Peptidyl-tRNA hydrolase 2	ENSPTRP00000016080	GB11296-PA
ENOG410VBK0	TBC1 domain family member	ENSPTRP00000013076	GB12914-PA
ENOG410VBKR	ADP-ribosylation factor-like 2 binding protein	ENSPTRP00000013917	GB16745-PA
ENOG410VBKY	integrator complex subunit 8	ENSPTRP00000044523	GB13739-PA
ENOG410VBKF	RAN binding protein 2	ENSPTRP00000021121, ENSPTRP00000021122	GB13039-PA, GB30105-PA
ENOG410VBKM	CAS1 domain containing 1	ENSPTRP00000033208	GB15379-PA
ENOG410VBKH	flightless I homolog (Drosophila)	ENSPTRP00000015086	GB17424-PA
ENOG410VBKI	neural precursor cell expressed, developmentally down-regulated	ENSPTRP00000057037, ENSPTRP00000012140	GB16853-PA
ENOG410VBKJ	WD repeat containing planar cell polarity effector	ENSPTRP00000044370	GB14061-PA
ENOG410VBGM	Corticotropin releasing hormone binding protein	ENSPTRP00000029121	GB14094-PA
ENOG410V4SU	tyrosine kinase, non-receptor	ENSPTRP00000014805	GB11426-PA, GB15300-PA
ENOG410VHDZ	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)	ENSPTRP00000023837	GB10133-PA
ENOG410VHDT	60S ribosomal protein L27	ENSPTRP00000015712	GB15660-PA
ENOG410V8CQ	ATP GTP binding protein-like 5	ENSPTRP00000052101	GB14858-PA
ENOG410V8CT	kelch-like	ENSPTRP00000052977, ENSPTRP00000002822	GB11323-PA
ENOG410V8CZ	prenyl (decaprenyl) diphosphate synthase, subunit 2	ENSPTRP00000031540	GB13311-PA
ENOG410V8CA	DEAH (Asp-Glu-Ala-His) box polypeptide 33	ENSPTRP00000014730	GB11427-PA
ENOG410V8CF	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	ENSPTRP00000059681	GB14262-PA
ENOG410V8CI	Metastasis associated 1	ENSPTRP00000020373, ENSPTRP00000006482	GB15896-PA
ENOG410WFPX	Family with sequence similarity 160, member	ENSPTRP00000044434, ENSPTRP00000005234	GB10217-PB
ENOG410VF9X	Mitochondrial ribosomal protein S18B	ENSPTRP00000030589	GB13631-PA
ENOG410VG3C	ECSIT homolog (Drosophila)	ENSPTRP00000017924	GB19246-PA
ENOG410V7GY	Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue, next to the peptide chains in N-glycans (By similarity)	ENSPTRP00000010948	GB17862-PA
ENOG410V7GX	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form (By similarity)	ENSPTRP00000009383	GB11699-PA
ENOG410V7GN	Transient receptor potential cation channel subfamily C member	ENSPTRP00000051014, ENSPTRP00000053317, ENSPTRP00000029531, ENSPTRP00000007239, ENSPTRP00000045620, ENSPTRP00000038200	GB15944-PA, GB11954-PA, GB30253-PA, GB16264-PA
ENOG410V7GK	INO80 homolog (S. cerevisiae)	ENSPTRP00000053603, ENSPTRP00000045856, ENSPTRP00000044965	GB10524-PB, GB15148-PA
ENOG410V7GE	Aspartylglucosaminidase	ENSPTRP00000028510	GB20000-PA
ENOG410V7G5	chromosome 4 open reading frame 27	ENSPTRP00000028472	GB17951-PA
ENOG410V7G4	KDEL (Lys-Asp-Glu-Leu) containing	ENSPTRP00000010224, ENSPTRP00000007319	GB10953-PA
ENOG410V7G7	Anaphase promoting complex subunit 1	ENSPTRP00000021163	GB19084-PA
ENOG410V7G2	Taspase, threonine aspartase, 1	ENSPTRP00000046636	GB18510-PA
ENOG410VCTV	ligand dependent nuclear receptor corepressor	ENSPTRP00000004902	GB17328-PA
ENOG410VCTW	ferredoxin 1-like	ENSPTRP00000017830	GB12939-PA
ENOG410VCTA	THAP domain containing, apoptosis associated protein 2	ENSPTRP00000008878	GB19256-PA
ENOG410VCTI	Cytochrome c oxidase subunit IV isoform 1	ENSPTRP00000014386	GB20012-PA
ENOG410VHQ2	Tctex1 domain containing 2	ENSPTRP00000027154	GB11051-PA
ENOG410VHQT	ATP synthase, H transporting, mitochondrial Fo complex, subunit	ENSPTRP00000008549, ENSPTRP00000021640	GB16842-PA
ENOG410VHQW	SUB1 homolog (S. cerevisiae)	ENSPTRP00000060416	GB19061-PA
ENOG410VHQN	seizure threshold 2 homolog (mouse)	ENSPTRP00000052430	GB15663-PA
ENOG410V6G2	Zinc finger, HIT-type containing 6	ENSPTRP00000052111	GB18104-PA
ENOG410V4HN	Zinc finger, DHHC-type containing	ENSPTRP00000024252, ENSPTRP00000055157	GB11048-PA
ENOG410V6VR	cleavage and polyadenylation specific factor	ENSPTRP00000020015	GB15626-PA, GB11559-PA
ENOG410V6VP	member RAS oncogene family	ENSPTRP00000017904, ENSPTRP00000028939, ENSPTRP00000018250, ENSPTRP00000001260	GB14083-PA
ENOG410V4H9	Neurofibromin 1	ENSPTRP00000015312	GB12613-PA
ENOG410V4H1	zinc finger, MYM-type	ENSPTRP00000053678, ENSPTRP00000052555, ENSPTRP00000000917	GB19476-PA
ENOG410WFGH	PTK7 protein tyrosine kinase 7	ENSPTRP00000031080	GB18159-PA
ENOG410WFGG	receptor tyrosine kinase-like orphan receptor	ENSPTRP00000049076, ENSPTRP00000052236	GB15972-PA
ENOG410V6V8	G- protein-coupled receptor	ENSPTRP00000039759, ENSPTRP00000027465, ENSPTRP00000034515	GB12026-PA
ENOG410V4GA	Lin-7 homolog	ENSPTRP00000041313, ENSPTRP00000019344	GB10631-PA
ENOG410V5VY	FYVE, RhoGEF and PH domain containing	ENSPTRP00000037694, ENSPTRP00000008229, ENSPTRP00000042149	GB16605-PA
ENOG410V5VT	Teneurin transmembrane protein	ENSPTRP00000038311, ENSPTRP00000028515	GB12554-PA
ENOG410V6S0	importin 13	ENSPTRP00000001126	GB11502-PA
ENOG410V9AG	Ephrin-B2	ENSPTRP00000010233	GB30186-PA, GB11052-PA, GB30186-RA_2, GB13202-PA
ENOG410V9AF	Inositol polyphosphate-4-phosphatase, type	ENSPTRP00000039019, ENSPTRP00000028272	GB17737-PA
ENOG410V9AB	N-ethylmaleimide-sensitive factor attachment protein	ENSPTRP00000022837, ENSPTRP00000043338	GB15709-PA
ENOG410V9AM	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	ENSPTRP00000005772	GB18416-PA
ENOG410V9AH	elongation factor Tu GTP binding domain containing 2	ENSPTRP00000015790	GB18826-PA
ENOG410V9AW	vacuolar protein sorting 28 homolog (S. cerevisiae)	ENSPTRP00000053000	GB12925-PA
ENOG410V9AY	Syntaxin 16	ENSPTRP00000046342	GB14922-PA
ENOG410V9AZ	Bmi1 polycomb ring finger oncogene	ENSPTRP00000015465, ENSPTRP00000050737	GB12807-PA
ENOG410V9A4	iron-responsive element binding protein 2	ENSPTRP00000035646, ENSPTRP00000012550	GB16072-PA
ENOG410V9A7	chromosome 6 open reading frame 203	ENSPTRP00000031537	GB14176-PA
ENOG410V9A6	RNA polymerase II, TATA box binding protein (TBP)-associated factor	ENSPTRP00000047341, ENSPTRP00000029642	GB17187-PA
ENOG410V9A0	mitogen-activated protein kinase kinase kinase	ENSPTRP00000043317, ENSPTRP00000000706, ENSPTRP00000048240	GB14238-PA
ENOG410WJ61	E3 ubiquitin-protein ligase that specifically mediates the formation of 'Lys-6'-linked polyubiquitin chains and plays a central role in DNA repair by facilitating cellular responses to DNA damage. It is unclear whether it also mediates the formation of other types of polyubiquitin chains. The E3 ubiquitin-protein ligase activity is required for its tumor suppressor function. The BRCA1-BARD1 heterodimer coordinates a diverse range of cellular pathways such as DNA damage repair, ubiquitination and transcriptional regulation to maintain genomic stability. Regulates centrosomal microtubule nucleation. Required for normal cell cycle progression from G2 to mitosis. Required for appropriate cell cycle arrests after ionizing irradiation in both the S-phase and the G2 phase of the cell cycle. Involved in transcriptional regulation of P21 in response to DNA damage. Required for FANCD2 targeting to sites of DNA damage. May function as a transcriptional regulator. Inhibits lipid synthesis by binding to inactive phosphorylated ACACA and preventing its dephosphorylation. Contributes to homologous recombination repair (HRR) via its direct interaction with PALB2, fine-tunes recombinational repair partly through its modulatory role in the PALB2-dependent loading of BRCA2-RAD51 repair machinery at DNA breaks. Component of the BRCA1-RBBP8 complex which regulates CHEK1 activation and controls cell cycle G2 M checkpoints on DNA damage via BRCA1-mediated ubiquitination of RBBP8 (By similarity)	ENSPTRP00000015727	GB18947-PA
ENOG410WJ6D	tetratricopeptide repeat domain 39C	ENSPTRP00000016877	GB13848-PA
ENOG410WJ6W	zinc finger, MYND-type containing 8	ENSPTRP00000023370	GB12499-PA
ENOG410V7RQ	Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	ENSPTRP00000011110	GB13073-PA
ENOG410V7RV	PWP1 homolog (S. cerevisiae)	ENSPTRP00000009162	GB11700-PA
ENOG410V7RB	Tousled-like kinase	ENSPTRP00000042220, ENSPTRP00000016134, ENSPTRP00000016135	GB15719-PA
ENOG410V7RC	member RAS oncogene family	ENSPTRP00000037129, ENSPTRP00000047323	GB13451-PA
ENOG410V7RG	UTP23, small subunit (SSU) processome component, homolog (yeast)	ENSPTRP00000035101	GB15020-PA
ENOG410V7RD	regulating synaptic membrane exocytosis	ENSPTRP00000035048	GB13430-PA
ENOG410V7RK	Drosophila	ENSPTRP00000006704, ENSPTRP00000011018	GB15537-PA
ENOG410V7RH	unc-93 homolog A (C. elegans)	ENSPTRP00000032111	GB12202-PA, GB18979-PA
ENOG410V7RM	Polymerase (DNA directed), theta	ENSPTRP00000038909, ENSPTRP00000026331	GB17855-PA, GB30265-PA, GB12912-PA
ENOG410V7R3	tetratricopeptide repeat domain 19	ENSPTRP00000015004	GB14736-PA
ENOG410V7R5	deformed epidermal autoregulatory factor 1	ENSPTRP00000005519	GB11734-PA
ENOG410VFCI	glycolipid transfer protein domain containing	ENSPTRP00000000038, ENSPTRP00000014695	GB14348-PA
ENOG410VDMX	COBL-like 1	ENSPTRP00000054798	GB14795-PA
ENOG410VDMQ	forkhead box L2	ENSPTRP00000026619	GB10501-PA
ENOG410VDMV	High mobility group	ENSPTRP00000028484, ENSPTRP00000025339	GB13747-PA
ENOG410VA21	Neuro-oncological ventral antigen	ENSPTRP00000010571	GB12107-PA
ENOG410V47R	T-complex-associated-testis-expressed 1	ENSPTRP00000031142	GB16696-PA
ENOG410V47P	proprotein convertase subtilisin kexin type	ENSPTRP00000046526, ENSPTRP00000045752, ENSPTRP00000012755, ENSPTRP00000035956, ENSPTRP00000022764, ENSPTRP00000029255	GB17448-PA, GB11271-PA, GB10437-PA, GB15843-PA
ENOG410V47Q	B-cell linker	ENSPTRP00000004883	GB18002-PA
ENOG410V6TC	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	ENSPTRP00000035660	GB19636-PA
ENOG410V6TU	CDC-like kinase	ENSPTRP00000051728, ENSPTRP00000012458, ENSPTRP00000021858, ENSPTRP00000030075	GB19218-PA
ENOG410V6TS	dystrobrevin	ENSPTRP00000046284, ENSPTRP00000020142	GB16887-PA
ENOG410V6T5	CutC copper transporter homolog (E. coli)	ENSPTRP00000004981	GB10405-PA
ENOG410V6T7	peptidylprolyl isomerase D	ENSPTRP00000028417	GB10578-PA
ENOG410V8UU	doublesex and mab-3 related transcription factor 2	ENSPTRP00000035460	GB12040-PA
ENOG410VF0E	nudix (nucleoside diphosphate linked moiety X)-type motif 8	ENSPTRP00000006832	GB18012-PA
ENOG410V9T2	RAB24, member RAS oncogene family	ENSPTRP00000030021	GB10740-PA
ENOG410V9T3	dicarbonyl L-xylulose reductase	ENSPTRP00000016655	GB18760-PA
ENOG410V9T4	Glutamine phosphoribosylpyrophosphate amidotransferase	ENSPTRP00000027654	GB16566-PA
ENOG410V9TY	WD repeat domain 66	ENSPTRP00000009456	GB20106-PA
ENOG410V9TR	NADH dehydrogenase (Ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	ENSPTRP00000054355	GB17476-PA
ENOG410V9TQ	ubiquitin-conjugating enzyme E2Q family-like 1	ENSPTRP00000057183	GB10430-PA
ENOG410V9TJ	XPA binding protein 2	ENSPTRP00000039383	GB15804-PA
ENOG410V9TI	developmentally regulated GTP binding protein 1	ENSPTRP00000024582	GB12295-PA
ENOG410V9TB	OAF homolog (Drosophila)	ENSPTRP00000007517	GB18014-PA
ENOG410V9TA	NudC domain containing 1	ENSPTRP00000035070	GB10380-PA
ENOG410V9TF	Ribosomal protein L4	ENSPTRP00000012307	GB15503-PA
ENOG410VEQI	Solute carrier family 25 (Mitochondrial thiamine pyrophosphate carrier), member 19	ENSPTRP00000016381	GB11021-PA
ENOG410VEQB	low density lipoprotein receptor class A domain containing 4	ENSPTRP00000043774	GB10549-PA
ENOG410VEQ5	chromosome 9 open reading frame 78	ENSPTRP00000036720	GB12832-PA
ENOG410VBGG	Tubulin, gamma complex associated protein 3	ENSPTRP00000010276	GB15655-PA
ENOG410V42J	eph receptor	ENSPTRP00000022158, ENSPTRP00000056656, ENSPTRP00000033933, ENSPTRP00000026114, ENSPTRP00000031479, ENSPTRP00000027008, ENSPTRP00000052704, ENSPTRP00000027683, ENSPTRP00000000400	GB12585-PA
ENOG410V42W	DEAD (Asp-Glu-Ala-Asp) box helicase	ENSPTRP00000016210, ENSPTRP00000050207	GB16537-PB, GB15283-PA, GB12312-PA, GB11852-PA
ENOG410V42P	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	ENSPTRP00000034208, ENSPTRP00000004801	GB12086-PA
ENOG410V42S	Glucosidase, alpha	ENSPTRP00000006488, ENSPTRP00000011903	GB11040-PA
ENOG410VATF	Catalyzes the hydroxylation of L-kynurenine (L-Kyn) to form 3-hydroxy-L-kynurenine (L-3OHKyn). Required for synthesis of quinolinic acid	ENSPTRP00000050998	GB13903-PA
ENOG410VATN	Solute carrier family 19	ENSPTRP00000061231, ENSPTRP00000053918, ENSPTRP00000002760	GB16068-PA
ENOG410VATV	tripartite motif containing	ENSPTRP00000003559, ENSPTRP00000010745	GB11116-PA
ENOG410VATW	PPIases accelerate the folding of proteins (By similarity)	ENSPTRP00000004647, ENSPTRP00000042839	GB17056-PA, GB12544-PA
ENOG410VATZ	uhrf1 binding protein	ENSPTRP00000030870, ENSPTRP00000009078	GB17882-PA
ENOG410VAT0	Dystroglycan 1 (Dystrophin-associated glycoprotein 1)	ENSPTRP00000025763	GB14967-PA
ENOG410VAT5	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)	ENSPTRP00000023491	GB13628-PA
ENOG410VAT9	Rac GTPase activating protein 1	ENSPTRP00000008406	GB18839-PA
ENOG410VFNR	Phosphatidic acid phosphatase type 2 domain containing 2	ENSPTRP00000049496	GB12734-PA
ENOG410V5PQ	TBC1 domain family member	ENSPTRP00000006807, ENSPTRP00000040403	GB17762-PA
ENOG410V6S7	3-keto-dihydrosphingosine reductase	ENSPTRP00000017122	GB12189-PA
ENOG410VKN5	cytochrome C oxidase subunit	ENSPTRP00000021006	GB16568-PA
ENOG410VKNW	ER membrane protein complex subunit 6	ENSPTRP00000014637	GB20035-PA
ENOG410V6ST	p21 protein (Cdc42 Rac)-activated kinase	ENSPTRP00000041645, ENSPTRP00000007058, ENSPTRP00000027164	GB18379-PA, GB13173-PA
ENOG410V6SU	serine arginine-rich splicing factor	ENSPTRP00000009392, ENSPTRP00000016036	GB18857-PB
ENOG410V568	Interleukin enhancer binding factor 2, 45kDa	ENSPTRP00000002286	GB13665-PA
ENOG410V565	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	ENSPTRP00000014583	GB19528-PA
ENOG410V562	t-complex 11	ENSPTRP00000006049, ENSPTRP00000050244, ENSPTRP00000009148, ENSPTRP00000038048	GB17605-PA
ENOG410V56N	transmembrane protein 63A	ENSPTRP00000003445, ENSPTRP00000031128, ENSPTRP00000011167	GB10316-PA
ENOG410V56H	Deleted in lung and esophageal cancer 1	ENSPTRP00000025440	GB13863-PA
ENOG410V56I	GULP, engulfment adaptor PTB domain containing 1	ENSPTRP00000043938	GB10510-PA
ENOG410V56W	Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi	ENSPTRP00000024754, ENSPTRP00000019273	GB11462-PA
ENOG410V56P	calmodulin regulated spectrin-associated protein	ENSPTRP00000036885	GB11099-PA, GB14132-PA
ENOG410VBNW	Sulfatase	ENSPTRP00000046256, ENSPTRP00000008801	GB13647-PA, GB17701-PA
ENOG410VBN8	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	ENSPTRP00000048497	GB19814-PA
ENOG410VBN3	MOB kinase activator	ENSPTRP00000020729, ENSPTRP00000057190	GB15922-PA
ENOG410VI0E	ADP-ribosylation-like factor 6 interacting protein 4	ENSPTRP00000009504	GB16760-PA
ENOG410VI0Q	Chromosome 20 open reading frame	ENSPTRP00000023105	GB12717-PA
ENOG410VBR1	goosecoid homeobox	ENSPTRP00000011401	GB12726-PA
ENOG410VBR6	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	ENSPTRP00000024801	GB17634-PA
ENOG410VBRK	Malignant T cell amplified sequence 1	ENSPTRP00000057617	GB11758-PA
ENOG410VBRS	tumor suppressing subtransferable candidate 1	ENSPTRP00000019983	GB10154-PA
ENOG410VBRR	Suppressor of Ty 5 homolog (S. cerevisiae)	ENSPTRP00000042310	GB17954-PA
