ortholog	function	Mus_musculus	Rattus_norvegicus
ENOG410VBKH	flightless I homolog (Drosophila)	ENSMUSP00000002889	ENSRNOP00000006753
ENOG410VBKI	neural precursor cell expressed, developmentally down-regulated	ENSMUSP00000132838, ENSMUSP00000034740	ENSRNOP00000023890, ENSRNOP00000063797
ENOG410VBKJ	WD repeat containing planar cell polarity effector	ENSMUSP00000020568	ENSRNOP00000011567
ENOG410VBKK	forkhead box M1	ENSMUSP00000073041	ENSRNOP00000008003
ENOG410VGHN	CD164 sialomucin-like 2	ENSMUSP00000101530	ENSRNOP00000012626
ENOG410VGHR	olfactory receptor, family 5, subfamily B, member 21	ENSMUSP00000062460	ENSRNOP00000017126
ENOG410VGH5	Chromosome 11 open reading frame 24	ENSMUSP00000047063	ENSRNOP00000037591
ENOG410VBGM	Corticotropin releasing hormone binding protein	ENSMUSP00000042578	ENSRNOP00000024191
ENOG410V4SU	tyrosine kinase, non-receptor	ENSMUSP00000001626, ENSMUSP00000110777	ENSRNOP00000053702, ENSRNOP00000002411
ENOG410VHD2	Zinc finger protein 	ENSMUSP00000098989	ENSRNOP00000056030
ENOG410VHDZ	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)	ENSMUSP00000023707	ENSRNOP00000002885
ENOG410VHDX	Transforming growth factor, alpha	ENSMUSP00000032066	ENSRNOP00000054248
ENOG410VHDT	60S ribosomal protein L27	ENSMUSP00000090305	ENSRNOP00000065472, ENSRNOP00000066160
ENOG410V8C2	Nexilin (F actin binding protein)	ENSMUSP00000037120	ENSRNOP00000016968
ENOG410V8C3	Fc receptor-like 6	ENSMUSP00000091861	ENSRNOP00000000059
ENOG410V8C5	mucin 20, cell surface associated	ENSMUSP00000110769	ENSRNOP00000002418
ENOG410V8CR	transmembrane and ubiquitin-like domain containing 2	ENSMUSP00000047600	ENSRNOP00000052057
ENOG410V8CQ	ATP GTP binding protein-like 5	ENSMUSP00000110348	ENSRNOP00000011635
ENOG410V8CT	kelch-like	ENSMUSP00000107238, ENSMUSP00000101194	ENSRNOP00000003851, ENSRNOP00000027547
ENOG410V8CZ	prenyl (decaprenyl) diphosphate synthase, subunit 2	ENSMUSP00000093393	ENSRNOP00000059060
ENOG410V8CY	as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks (By similarity)	ENSMUSP00000088516	ENSRNOP00000019405
ENOG410V8CB	Selenocysteine lyase	ENSMUSP00000027532	ENSRNOP00000027220
ENOG410V8CA	DEAH (Asp-Glu-Ala-His) box polypeptide 33	ENSMUSP00000104167	ENSRNOP00000009468
ENOG410V8CF	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	ENSMUSP00000031160	ENSRNOP00000061495
ENOG410V8CD	DnaJ (Hsp40) homolog, subfamily B, member 9	ENSMUSP00000015049	ENSRNOP00000005363
ENOG410V8CH	Regulator of G-protein signaling 16	ENSMUSP00000027748	ENSRNOP00000029844
ENOG410V8CI	Metastasis associated 1	ENSMUSP00000068931, ENSMUSP00000105348, ENSMUSP00000093959	ENSRNOP00000027141, ENSRNOP00000051141, ENSRNOP00000058637
ENOG410VPCV	Lymphocyte antigen 6 complex, locus	ENSMUSP00000098110, ENSMUSP00000066954, ENSMUSP00000023250, ENSMUSP00000023248, ENSMUSP00000053396, ENSMUSP00000023246, ENSMUSP00000087120, ENSMUSP00000023247	ENSRNOP00000032503, ENSRNOP00000053395, ENSRNOP00000009395, ENSRNOP00000064905, ENSRNOP00000053396, ENSRNOP00000066136
ENOG410WD8Z	ATPase, aminophospholipid transporter, class I, type	ENSMUSP00000046444, ENSMUSP00000029257, ENSMUSP00000025482	ENSRNOP00000038207
ENOG410WFPX	Family with sequence similarity 160, member	ENSMUSP00000048903	ENSRNOP00000023247
ENOG410WFPU	spermatid perinuclear RNA binding protein	ENSMUSP00000028279	ENSRNOP00000062543
ENOG410VF9K	RAD51 associated protein 2	ENSMUSP00000128854	ENSRNOP00000065456
ENOG410VF9C	uroplakin 3B	ENSMUSP00000062312	ENSRNOP00000034111
ENOG410VF9X	Mitochondrial ribosomal protein S18B	ENSMUSP00000025305	ENSRNOP00000001058
ENOG410VF9Y	Osteopetrosis associated transmembrane protein 1	ENSMUSP00000035516	ENSRNOP00000053945
ENOG410VG3C	ECSIT homolog (Drosophila)	ENSMUSP00000096537	ENSRNOP00000019115
ENOG410VEWD	microsomal glutathione S-transferase 3	ENSMUSP00000028005	ENSRNOP00000004798, ENSRNOP00000005719
ENOG410VEW7	synaptonemal complex protein	ENSMUSP00000115127, ENSMUSP00000079909	ENSRNOP00000028936, ENSRNOP00000006038
ENOG410VEW4	One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell (By similarity)	ENSMUSP00000076367	ENSRNOP00000001797
ENOG410V7GY	Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue, next to the peptide chains in N-glycans (By similarity)	ENSMUSP00000054530	ENSRNOP00000011220
ENOG410V7GX	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form (By similarity)	ENSMUSP00000107697	ENSRNOP00000001523
ENOG410V7GS	RNA pseudouridylate synthase domain containing 1	ENSMUSP00000043825	ENSRNOP00000015206
ENOG410V7GN	Transient receptor potential cation channel subfamily C member	ENSMUSP00000049063, ENSMUSP00000057965, ENSMUSP00000029311, ENSMUSP00000029271, ENSMUSP00000057640, ENSMUSP00000022023	ENSRNOP00000016982, ENSRNOP00000042886, ENSRNOP00000008905, ENSRNOP00000013144, ENSRNOP00000009400
ENOG410V7GI	leucine rich adaptor protein 1	ENSMUSP00000030469	ENSRNOP00000030673
ENOG410V7GH	methyltransferase like 20	ENSMUSP00000042102	ENSRNOP00000052309
ENOG410V7GK	INO80 homolog (S. cerevisiae)	ENSMUSP00000051845, ENSMUSP00000063817, ENSMUSP00000049038	ENSRNOP00000051880, ENSRNOP00000053578, ENSRNOP00000063244
ENOG410V7GE	Aspartylglucosaminidase	ENSMUSP00000033920	ENSRNOP00000000120
ENOG410V7GG	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase	ENSMUSP00000068598, ENSMUSP00000099882	ENSRNOP00000032111, ENSRNOP00000064130
ENOG410V7GF	Chymotrypsin-like	ENSMUSP00000034435, ENSMUSP00000034368	ENSRNOP00000026017, ENSRNOP00000026361
ENOG410V7GA	MAP7 domain containing 2	ENSMUSP00000108090	ENSRNOP00000042347
ENOG410V7G9	Olfactory receptor	ENSMUSP00000055724, ENSMUSP00000048740, ENSMUSP00000054752, ENSMUSP00000084048, ENSMUSP00000084047	ENSRNOP00000049973, ENSRNOP00000044358, ENSRNOP00000026488, ENSRNOP00000043588, ENSRNOP00000041104
ENOG410V7G8	Eukaryotic elongation factor, selenocysteine-tRNA-specific	ENSMUSP00000131207	ENSRNOP00000017323
ENOG410V7G5	chromosome 4 open reading frame 27	ENSMUSP00000047235	ENSRNOP00000015130
ENOG410V7G4	KDEL (Lys-Asp-Glu-Leu) containing	ENSMUSP00000039313, ENSMUSP00000064500	ENSRNOP00000009497
ENOG410V7G7	Anaphase promoting complex subunit 1	ENSMUSP00000014499	ENSRNOP00000052727
ENOG410V7G3	RCSD domain containing 1	ENSMUSP00000043724	ENSRNOP00000004387
ENOG410V7G2	Taspase, threonine aspartase, 1	ENSMUSP00000039546	ENSRNOP00000052492
ENOG410VCT0	HAUS augmin-like complex subunit 6	ENSMUSP00000070504	ENSRNOP00000031813
ENOG410VCT3	Leucine rich repeat containing 41	ENSMUSP00000030471	ENSRNOP00000018506
ENOG410VCT7	ephrin-A2	ENSMUSP00000003154	ENSRNOP00000021709
ENOG410VCTR	proline and serine rich 1	ENSMUSP00000055253	ENSRNOP00000014614
ENOG410VCTV	ligand dependent nuclear receptor corepressor	ENSMUSP00000067603	ENSRNOP00000036836
ENOG410VCTW	ferredoxin 1-like	ENSMUSP00000010348	ENSRNOP00000028127
ENOG410VCTX	zinc finger protein 566	ENSMUSP00000086164	ENSRNOP00000051339, ENSRNOP00000064228
ENOG410VCTY	leucine rich repeat containing 17	ENSMUSP00000038569	ENSRNOP00000017103
ENOG410VCTA	THAP domain containing, apoptosis associated protein 2	ENSMUSP00000020346	ENSRNOP00000005443
ENOG410VCTD	May function as a transcription factor involved in cell differentiation (By similarity)	ENSMUSP00000041942	ENSRNOP00000006886
ENOG410VCTG	Annexin A10	ENSMUSP00000034052	ENSRNOP00000056478
ENOG410VCTH	lymphotoxin beta (TNF superfamily, member 3)	ENSMUSP00000025262	ENSRNOP00000001108
ENOG410VCTI	Cytochrome c oxidase subunit IV isoform 1	ENSMUSP00000034276	ENSRNOP00000024033
ENOG410VCTN	BEN domain containing 5	ENSMUSP00000030274	ENSRNOP00000010628
ENOG410VHQ2	Tctex1 domain containing 2	ENSMUSP00000014220	ENSRNOP00000002397
ENOG410VHQX	protein phosphatase 1, regulatory (inhibitor) subunit 14A	ENSMUSP00000035642	ENSRNOP00000028070
ENOG410VHQZ	neurturin	ENSMUSP00000046512	ENSRNOP00000066997
ENOG410VHQT	ATP synthase, H transporting, mitochondrial Fo complex, subunit	ENSMUSP00000136537, ENSMUSP00000018914, ENSMUSP00000075057	ENSRNOP00000055032, ENSRNOP00000020675
ENOG410VHQW	SUB1 homolog (S. cerevisiae)	ENSMUSP00000022816	ENSRNOP00000067467
ENOG410VHQK	transmembrane protein 252	ENSMUSP00000060863	ENSRNOP00000030850
ENOG410VHQB	plasminogen receptor, C-terminal lysine transmembrane protein	ENSMUSP00000016639	ENSRNOP00000021545
ENOG410V6G2	Zinc finger, HIT-type containing 6	ENSMUSP00000096136	ENSRNOP00000041785
ENOG410V4HN	Zinc finger, DHHC-type containing	ENSMUSP00000048198, ENSMUSP00000076224	ENSRNOP00000040329, ENSRNOP00000009708
ENOG410V4HF	F-box and leucine-rich repeat protein 6	ENSMUSP00000023219	ENSRNOP00000035719
ENOG410V6VE	Autism susceptibility candidate 2	ENSMUSP00000063879, ENSMUSP00000125349	ENSRNOP00000001182, ENSRNOP00000049044
ENOG410W1T1	collagen, type VIII, alpha 1	ENSMUSP00000086745	ENSRNOP00000057564
ENOG410V6VR	cleavage and polyadenylation specific factor	ENSMUSP00000068148, ENSMUSP00000030901	ENSRNOP00000009652, ENSRNOP00000026725
ENOG410V6VQ	solute carrier family 35 member	ENSMUSP00000078050	ENSRNOP00000031609
ENOG410V6VP	member RAS oncogene family	ENSMUSP00000003502, ENSMUSP00000034301, ENSMUSP00000132945, ENSMUSP00000111008	ENSRNOP00000010645, ENSRNOP00000015871, ENSRNOP00000015609
ENOG410V4H9	Neurofibromin 1	ENSMUSP00000071289	ENSRNOP00000050393
ENOG410VUCG	IGv	ENSMUSP00000100150	ENSRNOP00000066954, ENSRNOP00000055124, ENSRNOP00000064797, ENSRNOP00000067532, ENSRNOP00000065854, ENSRNOP00000066992
ENOG410VUC5	RasGEF N-terminal motif	ENSMUSP00000039186, ENSMUSP00000098274	ENSRNOP00000057478, ENSRNOP00000055423
ENOG410V4H1	zinc finger, MYM-type	ENSMUSP00000022511, ENSMUSP00000068197, ENSMUSP00000101714, ENSMUSP00000045366	ENSRNOP00000004972, ENSRNOP00000019135, ENSRNOP00000016992, ENSRNOP00000011684
ENOG410WFGZ	tetratricopeptide repeat domain 33	ENSMUSP00000022751	ENSRNOP00000017666
ENOG410WFGN	SR-related CTD-associated factor 11	ENSMUSP00000044898	ENSRNOP00000007003
ENOG410WFGG	receptor tyrosine kinase-like orphan receptor	ENSMUSP00000095665, ENSMUSP00000021918	ENSRNOP00000015504
ENOG410V6V8	G- protein-coupled receptor	ENSMUSP00000033876, ENSMUSP00000026548, ENSMUSP00000030971	ENSRNOP00000037291, ENSRNOP00000051768, ENSRNOP00000017776
ENOG410V5VN	leucine rich repeat transmembrane neuronal	ENSMUSP00000089225, ENSMUSP00000020400	ENSRNOP00000067172, ENSRNOP00000007993
ENOG410V4GA	Lin-7 homolog	ENSMUSP00000003971, ENSMUSP00000028583	ENSRNOP00000028164
ENOG410V5VY	FYVE, RhoGEF and PH domain containing	ENSMUSP00000048692, ENSMUSP00000109093, ENSMUSP00000125174, ENSMUSP00000026296	ENSRNOP00000002491, ENSRNOP00000040013, ENSRNOP00000063011, ENSRNOP00000003443
ENOG410V5VT	Teneurin transmembrane protein	ENSMUSP00000033965, ENSMUSP00000099865, ENSMUSP00000016294	ENSRNOP00000011922
ENOG410V6S0	importin 13	ENSMUSP00000035989	ENSRNOP00000026844
ENOG410V6S2	kinesin family member 24	ENSMUSP00000103690	ENSRNOP00000035304
ENOG410V9AE	transcription factor EC	ENSMUSP00000031533	ENSRNOP00000008156
ENOG410V9AD	chaperonin containing Tcp1, subunit 8 (theta)	ENSMUSP00000026704	ENSRNOP00000002169
ENOG410V9AG	Ephrin-B2	ENSMUSP00000001319	ENSRNOP00000019675
ENOG410V9AF	Inositol polyphosphate-4-phosphatase, type	ENSMUSP00000044466, ENSMUSP00000027287	ENSRNOP00000025013, ENSRNOP00000024330
ENOG410V9AA	olfactory receptor-like protein OLF3-like	ENSMUSP00000052043, ENSMUSP00000074914, ENSMUSP00000093654	ENSRNOP00000045086, ENSRNOP00000024438
ENOG410V9AC	StAR-related lipid transfer (START) domain containing 6	ENSMUSP00000110609	ENSRNOP00000002969
ENOG410V9AB	N-ethylmaleimide-sensitive factor attachment protein	ENSMUSP00000006181, ENSMUSP00000028926	ENSRNOP00000002044
ENOG410V9AM	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	ENSMUSP00000095752	ENSRNOP00000025651
ENOG410V9AN	Cytochrome P450, family 17, subfamily A, polypeptide 1	ENSMUSP00000026012	ENSRNOP00000027160
ENOG410V9AI	NADPH oxidase 4	ENSMUSP00000032781	ENSRNOP00000018990
ENOG410V9AH	elongation factor Tu GTP binding domain containing 2	ENSMUSP00000021306	ENSRNOP00000052049
ENOG410V9AK	inhibin beta E	ENSMUSP00000053977	ENSRNOP00000010106
ENOG410V9AJ	collagen, type VI, alpha	ENSMUSP00000131146	ENSRNOP00000042470
ENOG410V9AU	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	ENSMUSP00000030830	ENSRNOP00000023543
ENOG410V9AT	ABI family, member 3 (NESH) binding protein	ENSMUSP00000036257	ENSRNOP00000049004
ENOG410V9AW	vacuolar protein sorting 28 homolog (S. cerevisiae)	ENSMUSP00000077856	ENSRNOP00000019707
ENOG410V9AQ	Protein phosphatase 1 regulatory subunit 3D	ENSMUSP00000061402	ENSRNOP00000067591
ENOG410V9AP	interleukin 5 receptor, alpha	ENSMUSP00000129781	ENSRNOP00000008403
ENOG410V9AS	family with sequence similarity 161, member B	ENSMUSP00000021659	ENSRNOP00000014814
ENOG410V9AR	abhydrolase domain containing 15	ENSMUSP00000091541	ENSRNOP00000036157
ENOG410V9AX	G protein-coupled receptor 128	ENSMUSP00000023437	ENSRNOP00000066284, ENSRNOP00000002232
ENOG410V9AZ	Bmi1 polycomb ring finger oncogene	ENSMUSP00000028071, ENSMUSP00000018681	ENSRNOP00000059998, ENSRNOP00000017241
ENOG410V9A4	iron-responsive element binding protein 2	ENSMUSP00000100038, ENSMUSP00000034843	ENSRNOP00000008337, ENSRNOP00000017900
ENOG410V9A7	chromosome 6 open reading frame 203	ENSMUSP00000019932	ENSRNOP00000065494
ENOG410V9A6	RNA polymerase II, TATA box binding protein (TBP)-associated factor	ENSMUSP00000096867, ENSMUSP00000009740, ENSMUSP00000065645	ENSRNOP00000048993, ENSRNOP00000029450, ENSRNOP00000027125
ENOG410V9A0	mitogen-activated protein kinase kinase kinase	ENSMUSP00000033665, ENSMUSP00000093485, ENSMUSP00000104890, ENSMUSP00000030677	ENSRNOP00000017968, ENSRNOP00000051338, ENSRNOP00000012463, ENSRNOP00000067225
ENOG410V9A2	interleukin 31 receptor A	ENSMUSP00000058045	ENSRNOP00000064338
ENOG410V9A9	vimentin	ENSMUSP00000028062, ENSMUSP00000027409	ENSRNOP00000024430, ENSRNOP00000026860
ENOG410V9A8	Protein tyrosine phosphatase, non-receptor type	ENSMUSP00000082197, ENSMUSP00000027898	ENSRNOP00000059572
ENOG410WHZ8	rhophilin associated tail protein 1-like	ENSMUSP00000106038	ENSRNOP00000060032
ENOG410WJ61	E3 ubiquitin-protein ligase that specifically mediates the formation of 'Lys-6'-linked polyubiquitin chains and plays a central role in DNA repair by facilitating cellular responses to DNA damage. It is unclear whether it also mediates the formation of other types of polyubiquitin chains. The E3 ubiquitin-protein ligase activity is required for its tumor suppressor function. The BRCA1-BARD1 heterodimer coordinates a diverse range of cellular pathways such as DNA damage repair, ubiquitination and transcriptional regulation to maintain genomic stability. Regulates centrosomal microtubule nucleation. Required for normal cell cycle progression from G2 to mitosis. Required for appropriate cell cycle arrests after ionizing irradiation in both the S-phase and the G2 phase of the cell cycle. Involved in transcriptional regulation of P21 in response to DNA damage. Required for FANCD2 targeting to sites of DNA damage. May function as a transcriptional regulator. Inhibits lipid synthesis by binding to inactive phosphorylated ACACA and preventing its dephosphorylation. Contributes to homologous recombination repair (HRR) via its direct interaction with PALB2, fine-tunes recombinational repair partly through its modulatory role in the PALB2-dependent loading of BRCA2-RAD51 repair machinery at DNA breaks. Component of the BRCA1-RBBP8 complex which regulates CHEK1 activation and controls cell cycle G2 M checkpoints on DNA damage via BRCA1-mediated ubiquitination of RBBP8 (By similarity)	ENSMUSP00000017290	ENSRNOP00000028109
ENOG410WJ6H	Bridging integrator 1	ENSMUSP00000025239	ENSRNOP00000017573
ENOG410WJ6K	bridging integrator 3	ENSMUSP00000022680	ENSRNOP00000024614
ENOG410WJ6W	zinc finger, MYND-type containing 8	ENSMUSP00000104889	ENSRNOP00000061219
ENOG410WG8N	Solute carrier family 37 (glycerol-3-phosphate transporter), member 3	ENSMUSP00000087709	ENSRNOP00000011915
ENOG410WG8X	solute carrier family 5 (sodium glucose cotransporter), member	ENSMUSP00000011178, ENSMUSP00000112597, ENSMUSP00000099780, ENSMUSP00000033035, ENSMUSP00000109608	ENSRNOP00000060635, ENSRNOP00000024165
ENOG410WG8W	solute carrier family 5 (sodium glucose cotransporter), member 10	ENSMUSP00000054407	ENSRNOP00000029953
ENOG410WG8R	solute carrier family 37 (glycerol-3-phosphate transporter), member	ENSMUSP00000124569, ENSMUSP00000126111	ENSRNOP00000051047, ENSRNOP00000001544
ENOG410WG8P	solute carrier family 37 (glucose-6-phosphate transporter), member 4	ENSMUSP00000129564	ENSRNOP00000015810
ENOG410WG85	Follistatin	ENSMUSP00000022287	ENSRNOP00000015680
ENOG410V7RR	Glutamate receptor interacting protein	ENSMUSP00000124709	ENSRNOP00000041016
ENOG410V7RS	Olfactory receptor	ENSMUSP00000108575, ENSMUSP00000074415, ENSMUSP00000055334, ENSMUSP00000080146, ENSMUSP00000085134, ENSMUSP00000085127, ENSMUSP00000085130	ENSRNOP00000028601, ENSRNOP00000050372, ENSRNOP00000028604, ENSRNOP00000041274, ENSRNOP00000028599
ENOG410V7RP	kallikrein-related peptidase 6	ENSMUSP00000103600	ENSRNOP00000060676
ENOG410V7RQ	Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	ENSMUSP00000060346	ENSRNOP00000007298
ENOG410V7RV	PWP1 homolog (S. cerevisiae)	ENSMUSP00000001836	ENSRNOP00000007549
ENOG410V7RW	StAR-related lipid transfer (START) domain containing 5	ENSMUSP00000074872	ENSRNOP00000015320
ENOG410V7RY	zinc finger protein 91	ENSMUSP00000037971	ENSRNOP00000016804
ENOG410V7RB	Tousled-like kinase	ENSMUSP00000102554, ENSMUSP00000035961	ENSRNOP00000063398, ENSRNOP00000062555
ENOG410V7RC	member RAS oncogene family	ENSMUSP00000123325, ENSMUSP00000049739	ENSRNOP00000050986, ENSRNOP00000066233
ENOG410V7RA	Olfactory receptor	ENSMUSP00000050942	ENSRNOP00000025177
ENOG410V7RF	peroxisomal biogenesis factor 11 alpha	ENSMUSP00000032761	ENSRNOP00000020229
ENOG410V7RG	UTP23, small subunit (SSU) processome component, homolog (yeast)	ENSMUSP00000119261	ENSRNOP00000005828
ENOG410V7RD	regulating synaptic membrane exocytosis	ENSMUSP00000048719	ENSRNOP00000015454
ENOG410V7RE	histamine receptor H2	ENSMUSP00000038170	ENSRNOP00000024580
ENOG410V7RJ	Coiled-coil domain containing 150	ENSMUSP00000027128	ENSRNOP00000017859
ENOG410V7RK	Drosophila	ENSMUSP00000109245, ENSMUSP00000021567	ENSRNOP00000059738, ENSRNOP00000010022
ENOG410V7RH	unc-93 homolog A (C. elegans)	ENSMUSP00000064469, ENSMUSP00000082032	ENSRNOP00000066381
ENOG410V7RI	ventral anterior homeobox	ENSMUSP00000035976, ENSMUSP00000134642	ENSRNOP00000018128, ENSRNOP00000011743
ENOG410V7RM	Polymerase (DNA directed), theta	ENSMUSP00000059757, ENSMUSP00000041599	ENSRNOP00000002974, ENSRNOP00000061230
ENOG410V7R2	Fibrinogen-like 2	ENSMUSP00000046131	ENSRNOP00000017232
ENOG410V7R3	tetratricopeptide repeat domain 19	ENSMUSP00000054367	ENSRNOP00000054591
ENOG410V7R0	Cyclin-dependent kinase 2 interacting protein	ENSMUSP00000035245	ENSRNOP00000010598
ENOG410V7R1	zinc finger protein 189	ENSMUSP00000036663	ENSRNOP00000009584
ENOG410V7R6	CREB ATF bZIP transcription factor	ENSMUSP00000102824	ENSRNOP00000025653
ENOG410V7R7	sensory perception of sound	ENSMUSP00000109975	ENSRNOP00000014489
ENOG410V7R4	Testis expressed 11	ENSMUSP00000009814	ENSRNOP00000048393
ENOG410V7R5	deformed epidermal autoregulatory factor 1	ENSMUSP00000079395	ENSRNOP00000046656
ENOG410V7R8	Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion (By similarity)	ENSMUSP00000111514, ENSMUSP00000042905, ENSMUSP00000042303	ENSRNOP00000058135, ENSRNOP00000063301
ENOG410VFCI	glycolipid transfer protein domain containing	ENSMUSP00000049732, ENSMUSP00000030950	ENSRNOP00000034006, ENSRNOP00000030640
ENOG410VFCK	cell growth regulator with EF-hand domain 1	ENSMUSP00000031051	ENSRNOP00000010586
ENOG410VFCN	transmembrane 4 L six family member 4	ENSMUSP00000029377	ENSRNOP00000022105
ENOG410VDMJ	CD180 molecule	ENSMUSP00000022124	ENSRNOP00000013768
