ortholog	function	Homo_sapiens	Pan_troglodytes
ENOG410VA3C	ubiquitin-conjugating enzyme E2 J1	ENSP00000451261	ENSPTRP00000043186
ENOG410VA3B	ISL LIM homeobox	ENSP00000290759, ENSP00000230658	ENSPTRP00000012508, ENSPTRP00000028882
ENOG410VA3A	family with sequence similarity 196, member A	ENSP00000429763	ENSPTRP00000005373
ENOG410VA3G	Coiled-coil domain containing 138	ENSP00000295124	ENSPTRP00000021124
ENOG410VA3F	Nucleolar protein 9	ENSP00000366934	ENSPTRP00000000173
ENOG410VA3E	staphylococcal nuclease and tudor domain containing 1	ENSP00000346762	ENSPTRP00000039059
ENOG410VA3D	Zinc finger protein	ENSP00000309161, ENSP00000333223, ENSP00000301318	ENSPTRP00000019857, ENSPTRP00000018414, ENSPTRP00000018380
ENOG410V4V8	C. elegans	ENSP00000369251, ENSP00000324701	ENSPTRP00000009839, ENSPTRP00000060902
ENOG410VA32	Solute carrier family 25, member 27	ENSP00000360398	ENSPTRP00000041426
ENOG410VA31	NME NM23 family member 5	ENSP00000265191	ENSPTRP00000029545
ENOG410VA30	Centromere protein L	ENSP00000348527	ENSPTRP00000036157
ENOG410VA35	V-set and immunoglobulin domain containing 2	ENSP00000318684	ENSPTRP00000007571
ENOG410V4V2	Ectonucleoside triphosphate diphosphohydrolase	ENSP00000335246, ENSP00000365840	ENSPTRP00000038971, ENSPTRP00000011079
ENOG410V4V5	Aquarius homolog (Mouse)	ENSP00000156471	ENSPTRP00000011771
ENOG410V4V7	chromosome 2 open reading frame 29	ENSP00000289382	ENSPTRP00000021054
ENOG410V4VK	tudor domain containing 10	ENSP00000357465	ENSPTRP00000044582
ENOG410VB5K	Ankyrin repeat and MYND domain containing 2	ENSP00000303570	ENSPTRP00000032375
ENOG410VB5A	sulfatase modifying factor 1	ENSP00000272902	ENSPTRP00000025117
ENOG410WEGS	SNRPN upstream reading frame-like	ENSP00000311181	ENSPTRP00000038461
ENOG410WEG6	Zinc finger protein	ENSP00000401947, ENSP00000467018	ENSPTRP00000019063
ENOG410VB59	intraflagellar transport 140 homolog (Chlamydomonas)	ENSP00000406012	ENSPTRP00000012987
ENOG410VKAJ	MYC associated factor X	ENSP00000351490	ENSPTRP00000010940
ENOG410V4GR	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	ENSP00000312735	ENSPTRP00000027669
ENOG410VTV2	Inherit from KOG: transposable element	ENSP00000366656, ENSP00000463179, ENSP00000415273, ENSP00000387547	ENSPTRP00000060808, ENSPTRP00000053876
ENOG410V4GD	isocitrate dehydrogenase NADP	ENSP00000331897, ENSP00000260985	ENSPTRP00000021992, ENSPTRP00000012731
ENOG410VJU0	brain expressed, X-linked 5	ENSP00000469622, ENSP00000328030	ENSPTRP00000038047
ENOG410VJU8	chemokine (C-C motif) ligand 24	ENSP00000461415, ENSP00000222902	ENSPTRP00000033030
ENOG410VJU9	chromosome 14 open reading frame 23	ENSP00000382318	ENSPTRP00000010575
ENOG410VJUI	transcription elongation factor A (SII)-like 7	ENSP00000329794	ENSPTRP00000038061
ENOG410VH50	Zinc finger protein 57	ENSP00000303696	ENSPTRP00000059940
ENOG410VH5G	tetraspanin 16	ENSP00000319486	ENSPTRP00000017901
ENOG410V7BC	coatomer protein complex, subunit beta 2 (beta prime)	ENSP00000329419	ENSPTRP00000026625
ENOG410V7GP	Excision repair cross-complementing rodent repair deficiency, complementation group 1 (Includes overlapping antisense sequence)	ENSP00000013807	ENSPTRP00000045044
ENOG410V7GM	Citron (Rho-interacting, serine threonine kinase 21)	ENSP00000376306	ENSPTRP00000009370
ENOG410V7GJ	Zinc finger, DHHC-type containing	ENSP00000371905, ENSP00000362465, ENSP00000262096	ENSPTRP00000034266, ENSPTRP00000009711, ENSPTRP00000037907
ENOG410V7GD	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	ENSP00000325863	ENSPTRP00000007198
ENOG410VMSJ	neuronal regeneration related protein homolog (rat)	ENSP00000378996	ENSPTRP00000029319
ENOG410VMSZ	Purkinje cell protein 4	ENSP00000329403	ENSPTRP00000023954
ENOG410VMS5	processing of precursor 7, ribonuclease P MRP subunit (S. cerevisiae)	ENSP00000304353	ENSPTRP00000033389
ENOG410VMS2	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	ENSP00000381290	ENSPTRP00000014128
ENOG410VMDE	secretoglobin, family 2A, member	ENSP00000227918, ENSP00000244930	ENSPTRP00000006473, ENSPTRP00000006474
ENOG410VI82	Doublesex and mab-3-related transcription factor	ENSP00000362629, ENSP00000334501, ENSP00000471224, ENSP00000472589	ENSPTRP00000037887
ENOG410VI8W	DPY30 domain containing 2	ENSP00000256039	ENSPTRP00000004681
ENOG410VIEI	chromosome 1 open reading frame 186	ENSP00000463990, ENSP00000356093	ENSPTRP00000043765
ENOG410V6G5	methyltransferase like 1	ENSP00000314441	ENSPTRP00000008761
ENOG410V6G1	HAUS augmin-like complex subunit	ENSP00000206474	ENSPTRP00000010434
ENOG410V6G3	Class II, major histocompatibility complex, transactivator	ENSP00000316328	ENSPTRP00000013252
ENOG410V6G8	retinal pigment epithelium-derived rhodopsin homolog	ENSP00000314992	ENSPTRP00000028110
ENOG410V6G9	t-box transcription factor	ENSP00000240328, ENSP00000240335, ENSP00000257566	ENSPTRP00000042117, ENSPTRP00000016104, ENSPTRP00000016106
ENOG410V6GD	storkhead box 2	ENSP00000311257	ENSPTRP00000028529
ENOG410V6GF	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	ENSP00000223136	ENSPTRP00000033429
ENOG410V6GG	arachidonate 5-lipoxygenase-activating protein	ENSP00000369858	ENSPTRP00000009797
ENOG410V6GA	ectodermal-neural cortex 1 (with BTB-like domain)	ENSP00000336800, ENSP00000306356	ENSPTRP00000029092, ENSPTRP00000051305
ENOG410V6GB	spleen focus forming virus (SFFV) proviral integration oncogene spi1	ENSP00000227163	ENSPTRP00000006192
ENOG410V6GC	ATPase CA transporting cardiac muscle	ENSP00000440045, ENSP00000349595, ENSP00000353072	ENSPTRP00000043355, ENSPTRP00000009231, ENSPTRP00000013574
ENOG410V6GN	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	ENSP00000264932	ENSPTRP00000048366
ENOG410V6GH	gametogenetin binding protein 2	ENSP00000307617, ENSP00000455968	ENSPTRP00000015425
ENOG410V6GI	DAZ associated protein 1	ENSP00000233078	ENSPTRP00000049161
ENOG410V6GK	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	ENSP00000248437, ENSP00000336799, ENSP00000301071, ENSP00000326042, ENSP00000301072	ENSPTRP00000008376, ENSPTRP00000022120, ENSPTRP00000009674, ENSPTRP00000008374, ENSPTRP00000021312
ENOG410V6GT	Anoctamin	ENSP00000292246, ENSP00000159087	ENSPTRP00000025530, ENSPTRP00000018205
ENOG410V6GW	Periaxin	ENSP00000326018	ENSPTRP00000018862
ENOG410V6GP	Serine dehydratase	ENSP00000257549, ENSP00000341117	ENSPTRP00000009317, ENSPTRP00000009319
ENOG410V6GS	SID1 transmembrane family member	ENSP00000314023, ENSP00000264852	ENSPTRP00000007409, ENSPTRP00000026274
ENOG410V6GX	aldehyde dehydrogenase 6 family, member A1	ENSP00000450436	ENSPTRP00000011082
ENOG410V6GY	ankyrin repeat domain 33	ENSP00000301190	ENSPTRP00000008470
ENOG410V6GZ	formin homology 2 domain containing	ENSP00000258201, ENSP00000257209	ENSPTRP00000053492, ENSPTRP00000044477
ENOG410VFEI	Prostaglandin E synthase 3 (Cytosolic)	ENSP00000262033	ENSPTRP00000008687
ENOG410VBZ9	RNA binding motif protein 22	ENSP00000199814	ENSPTRP00000029773
ENOG410VBZ8	retrotransposon gag domain containing 1	ENSP00000419786	ENSPTRP00000042172
ENOG410VBZ3	HRAS-like suppressor family, member 5	ENSP00000301790	ENSPTRP00000006537
ENOG410VBZ2	acylglycerol kinase	ENSP00000347581, ENSP00000458417	ENSPTRP00000041366
ENOG410VBZ7	Cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	ENSP00000360939	ENSPTRP00000001232
ENOG410VBZ6	lysophosphatidic acid receptor 3	ENSP00000359643	ENSPTRP00000001564
ENOG410VBZ5	prostaglandin reductase 1	ENSP00000311572	ENSPTRP00000060641
ENOG410VBZZ	Interleukin-1 receptor-associated kinase 1 binding protein 1	ENSP00000358956	ENSPTRP00000031386
ENOG410VBZY	Transcription elongation factor, mitochondrial	ENSP00000462963	ENSPTRP00000015302
ENOG410VBZX	Progestin and adipoQ receptor family member IV	ENSP00000321804	ENSPTRP00000060903
ENOG410VBZS	Leucine rich repeat containing 34	ENSP00000414635	ENSPTRP00000026855
ENOG410VBZR	WAS WASL interacting protein family, member 2	ENSP00000320924	ENSPTRP00000015540
ENOG410VBZQ	annexin A1	ENSP00000257497	ENSPTRP00000049279
ENOG410VBZP	Hydroxysteroid (17-beta) dehydrogenase 1	ENSP00000466799	ENSPTRP00000015678
ENOG410VBZW	autocrine motility factor receptor, E3 ubiquitin protein ligase	ENSP00000290649	ENSPTRP00000013875
ENOG410VBZV	torsin family 3, member A	ENSP00000356599	ENSPTRP00000002871
ENOG410VBZU	Coiled-coil domain containing 77	ENSP00000239830	ENSPTRP00000007709
ENOG410VBZK	Neurotensin	ENSP00000256010	ENSPTRP00000008965
ENOG410VBZH	abhydrolase domain containing 10	ENSP00000273359	ENSPTRP00000026242
ENOG410VBZN	TSPY-like	ENSP00000357597, ENSP00000417919	ENSPTRP00000020472, ENSPTRP00000031640
ENOG410VBZM	chromosome 7 open reading frame 72	ENSP00000297001	ENSPTRP00000032779
ENOG410VBZC	N-ethylmaleimide-sensitive factor attachment protein gamma	ENSP00000324628	ENSPTRP00000016784
ENOG410VBZB	melanophilin	ENSP00000264605	ENSPTRP00000022370
ENOG410VBZG	NLR family, CARD domain containing 4	ENSP00000354159	ENSPTRP00000041889
ENOG410VBZF	Synovial sarcoma translocation gene on chromosome 18-like 1	ENSP00000333012	ENSPTRP00000023575
ENOG410VBZE	Adenylate kinase 3	ENSP00000371230	ENSPTRP00000035487
ENOG410VIJQ	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4	ENSP00000184266	ENSPTRP00000026324
ENOG410VGYT	glycoprotein Ib (platelet), alpha polypeptide	ENSP00000329380	ENSPTRP00000053173
ENOG410VGYS	chromosome 3 open reading frame 80	ENSP00000313324	ENSPTRP00000039754
ENOG410VGYD	chromosome 12 open reading frame 42	ENSP00000367353	ENSPTRP00000009121
ENOG410VGYJ	Ret finger protein-like	ENSP00000345151, ENSP00000392936, ENSP00000249007, ENSP00000346342, ENSP00000383096	ENSPTRP00000060696, ENSPTRP00000024602, ENSPTRP00000048475, ENSPTRP00000024604, ENSPTRP00000059776, ENSPTRP00000019822, ENSPTRP00000060899, ENSPTRP00000059854
ENOG410V567	coiled-coil domain containing 81	ENSP00000415528	ENSPTRP00000042791
ENOG410V56M	Ribosomal protein	ENSP00000341730, ENSP00000469329, ENSP00000298283	ENSPTRP00000048997, ENSPTRP00000010698
ENOG410V56J	Achalasia, adrenocortical insufficiency, alacrimia	ENSP00000209873	ENSPTRP00000008533
ENOG410V56K	Ribonuclease P MRP 30kDa subunit	ENSP00000389182	ENSPTRP00000050528
ENOG410V56D	RE1-silencing transcription factor	ENSP00000311816	ENSPTRP00000039730
ENOG410V56E	ADNP homeobox 2	ENSP00000262198	ENSPTRP00000017225
ENOG410V56B	TBC1 domain family member	ENSP00000346139	ENSPTRP00000059235
ENOG410V56C	Chromosome 6 open reading frame 89	ENSP00000347322	ENSPTRP00000045460
ENOG410V56X	lipase, family member	ENSP00000377900, ENSP00000383901, ENSP00000361007, ENSP00000383900, ENSP00000337354	ENSPTRP00000004776, ENSPTRP00000050556, ENSPTRP00000004751, ENSPTRP00000050555, ENSPTRP00000004754
ENOG410V56Y	family with sequence similarity 169, member A	ENSP00000373808	ENSPTRP00000029098
ENOG410V56T	REC8 homolog (yeast)	ENSP00000308699	ENSPTRP00000010523
ENOG410V56S	gelsolin	ENSP00000297029, ENSP00000257861, ENSP00000362924, ENSP00000248444	ENSPTRP00000022084, ENSPTRP00000032361, ENSPTRP00000036423, ENSPTRP00000008768
ENOG410W1UG	perilipin 4	ENSP00000301286	ENSPTRP00000017532
ENOG410W1UA	Collagen type X alpha 1	ENSP00000243222	ENSPTRP00000031636
ENOG410W1UX	alanine-glyoxylate aminotransferase 2	ENSP00000231420	ENSPTRP00000028785
ENOG410VTKR	Chromosome 3 open reading frame	ENSP00000331625	ENSPTRP00000025433
ENOG410V8RA	Angiotensin II receptor type 2	ENSP00000360973, ENSP00000470282	ENSPTRP00000047298
ENOG410V8RC	Gonadotropin-releasing hormone receptor	ENSP00000226413, ENSP00000463556, ENSP00000354569	ENSPTRP00000002048, ENSPTRP00000027689
ENOG410V8RE	transient receptor potential cation channel, subfamily V, member 3	ENSP00000461518	ENSPTRP00000014621
ENOG410V8RD	Inhibitor of growth family, member	ENSP00000364929, ENSP00000307183	ENSPTRP00000028526, ENSPTRP00000010265
ENOG410V8RG	osteoglycin	ENSP00000262551	ENSPTRP00000036078
ENOG410V8RF	Class I histocompatibility antigen	ENSP00000450038, ENSP00000365817, ENSP00000390707, ENSP00000373091, ENSP00000409910, ENSP00000400458, ENSP00000402694	ENSPTRP00000054601
ENOG410V8RI	Glutamine and serine rich 1	ENSP00000382241	ENSPTRP00000055495
ENOG410V8RH	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	ENSP00000359904	ENSPTRP00000001502
ENOG410V8RJ	solute carrier family 34 (sodium phosphate), member	ENSP00000355353, ENSP00000321424, ENSP00000371483	ENSPTRP00000043446, ENSPTRP00000030034, ENSPTRP00000027486
ENOG410V8RM	Basic helix-loop-helix family, member e41	ENSP00000242728	ENSPTRP00000008155
ENOG410V8RQ	ELOVL fatty acid elongase 4	ENSP00000358831	ENSPTRP00000031398
ENOG410V8RP	Actin-related protein 10 homolog (S. cerevisiae)	ENSP00000254286	ENSPTRP00000010839
ENOG410V8RS	transmembrane protein 161B	ENSP00000162044, ENSP00000296595	ENSPTRP00000029207, ENSPTRP00000048870
ENOG410V8RR	Baculoviral IAP	ENSP00000347858, ENSP00000263464, ENSP00000227758	ENSPTRP00000007251, ENSPTRP00000007250, ENSPTRP00000038304
ENOG410V8RU	osteosarcoma amplified 9, endoplasmic reticulum lectin	ENSP00000318165	ENSPTRP00000008753
ENOG410V8RT	regulator of G-protein signaling 19	ENSP00000333194	ENSPTRP00000040391
ENOG410V8RW	Pyruvate dehydrogenase kinase, isozyme	ENSP00000387536, ENSP00000282077, ENSP00000005178, ENSP00000420927	ENSPTRP00000033224, ENSPTRP00000021603, ENSPTRP00000015943, ENSPTRP00000037297
ENOG410V8RV	chromosome 6 open reading frame 163	ENSP00000373575	ENSPTRP00000049859
ENOG410V8RY	C1q and tumor necrosis factor related protein 7	ENSP00000295297	ENSPTRP00000027430
ENOG410V8RX	melanoma antigen family H, 1	ENSP00000343706	ENSPTRP00000047391
ENOG410V8R1	RNA binding motif protein	ENSP00000309166, ENSP00000425446, ENSP00000310471	ENSPTRP00000006780, ENSPTRP00000006779
ENOG410V8R0	Interleukin 1 receptor accessory protein	ENSP00000314807	ENSPTRP00000027076
ENOG410V8R3	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	ENSP00000339122	ENSPTRP00000011176
ENOG410V8R2	zinc finger, CCHC domain containing 24	ENSP00000361411	ENSPTRP00000004648
ENOG410V8R5	Methyl-CpG binding domain protein 1	ENSP00000405268	ENSPTRP00000017032
ENOG410V8R4	Epiphycan	ENSP00000261172	ENSPTRP00000008984
ENOG410V8R7	SECIS binding protein	ENSP00000453854, ENSP00000364965	ENSPTRP00000036055, ENSPTRP00000051505
ENOG410V8R6	Tectonic family member 1	ENSP00000380779	ENSPTRP00000056716
ENOG410V8R8	kiaa1432	ENSP00000416696	ENSPTRP00000049485
ENOG410VP25	defensin beta	ENSP00000334364, ENSP00000335307	ENSPTRP00000034194
ENOG410VF1D	Membrane-spanning 4-domains, subfamily A, member 5	ENSP00000300190	ENSPTRP00000006393
ENOG410VF1H	Tumor suppressing subtransferable candidate 4	ENSP00000331087	ENSPTRP00000005618
ENOG410VF1M	GLI pathogenesis-related 1 like 1	ENSP00000310770	ENSPTRP00000008893
ENOG410VF1R	Uroplakin 2	ENSP00000264031	ENSPTRP00000007468
ENOG410VF1P	Lysosomal-associated membrane protein 3	ENSP00000265598	ENSPTRP00000026949
ENOG410VF1Q	FERM domain containing	ENSP00000381549, ENSP00000350032	ENSPTRP00000056632, ENSPTRP00000003905
ENOG410VF1Z	zinc finger protein 248	ENSP00000349882	ENSPTRP00000038965
ENOG410VF1X	V-set and immunoglobulin domain containing 4	ENSP00000363869	ENSPTRP00000037758
ENOG410VF1Y	SUZ RNA binding domain containing 1	ENSP00000383866	ENSPTRP00000000407
ENOG410VF12	Zinc finger protein 517	ENSP00000353058	ENSPTRP00000044739
ENOG410VF16	chromosome 1 open reading frame 226	ENSP00000413150	ENSPTRP00000060261
ENOG410VF14	rhabdoid tumor deletion region gene 1	ENSP00000216036	ENSPTRP00000024335
ENOG410V951	Fibrinogen C domain containing 1	ENSP00000361413	ENSPTRP00000036754
ENOG410V953	AVL9 homolog (S. cerevisiase)	ENSP00000315568	ENSPTRP00000032569
ENOG410V956	PHD finger protein 14	ENSP00000385795	ENSPTRP00000057508
ENOG410V95A	ubiquitin-conjugating enzyme	ENSP00000261427	ENSPTRP00000027533
ENOG410V95D	ste20-related kinase adaptor	ENSP00000336655, ENSP00000194530	ENSPTRP00000016166
ENOG410V95G	40S ribosomal protein S3a	ENSP00000346050	ENSPTRP00000058423
ENOG410V5QI	protein phosphatase, Mg2 Mn2 dependent, 1G	ENSP00000264714	ENSPTRP00000020214
ENOG410WIDT	Prefoldin subunit 1	ENSP00000261813	ENSPTRP00000029594
ENOG410WIDY	Methyltransferase like 22	ENSP00000371345	ENSPTRP00000053776
ENOG410WIDK	Phospholipase B1	ENSP00000330442	ENSPTRP00000020244
ENOG410WID4	Coiled-coil domain containing 59	ENSP00000256151	ENSPTRP00000060663
ENOG410WID0	Apoptotic peptidase activating factor 1	ENSP00000448165	ENSPTRP00000042795
ENOG410WID2	Potassium channel tetramerisation domain containing 20	ENSP00000362836	ENSPTRP00000030928
ENOG410WID8	SATB homeobox 2	ENSP00000260926	ENSPTRP00000021836
ENOG410VGDG	secreted phosphoprotein 1	ENSP00000378517	ENSPTRP00000057851
ENOG410VGDM	Coiled-coil domain containing 7	ENSP00000277657	ENSPTRP00000057157
ENOG410VGD5	family with sequence similarity 159, member A	ENSP00000429726	ENSPTRP00000058392
ENOG410VGD9	ubiquitin associated protein 1-like	ENSP00000440243	ENSPTRP00000060875
ENOG410VN8G	Hepcidin antimicrobial peptide	ENSP00000222304	ENSPTRP00000018553
ENOG410VB00	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	ENSP00000342137	ENSPTRP00000018779
ENOG410WJGA	FYVE, RhoGEF and PH domain containing 6	ENSP00000344446	ENSPTRP00000009021
ENOG410WJGP	Dehydrogenase reductase SDR family member	ENSP00000216500	ENSPTRP00000010870
ENOG410VB08	Family with sequence similarity 83, member B	ENSP00000304078	ENSPTRP00000031256
ENOG410V8C8	Lymphotoxin beta receptor (TNFR superfamily, member 3)	ENSP00000228918	ENSPTRP00000007817
ENOG410V5FY	Chaperonin containing TCP1, subunit 2 (Beta)	ENSP00000299300	ENSPTRP00000008847
ENOG410V8CE	Lysophospholipase	ENSP00000320043, ENSP00000363638	ENSPTRP00000052687
ENOG410VUPF	Unknown	ENSP00000320657	ENSPTRP00000016409
ENOG410WFT0	serine threonine-protein phosphatase	ENSP00000335084	ENSPTRP00000009252
ENOG410WFT8	ATP-binding cassette sub-family G (WHITE) member 2	ENSP00000237612	ENSPTRP00000027946
ENOG410VBT9	heat shock transcription factor	ENSP00000264009, ENSP00000455432, ENSP00000431512, ENSP00000357440	ENSPTRP00000014029, ENSPTRP00000031689
ENOG410VBT5	Coenzyme Q7 homolog, ubiquinone (Yeast)	ENSP00000322316	ENSPTRP00000013359
ENOG410VBTK	tRNA methyltransferase 44 homolog (S. cerevisiae)	ENSP00000374387	ENSPTRP00000058770
ENOG410V47T	WD repeat domain 93	ENSP00000268130	ENSPTRP00000012722
ENOG410VIB4	ATPase, H transporting, lysosomal 13kDa, V1 subunit G1	ENSP00000363162	ENSPTRP00000036372
ENOG410VIB5	Killer cell lectin-like receptor subfamily D, member 1	ENSP00000338130	ENSPTRP00000057110
ENOG410VIB6	KCNE1-like	ENSP00000361173	ENSPTRP00000060411
ENOG410VIB1	INTS3 and NABP interacting protein	ENSP00000363360	ENSPTRP00000043913
ENOG410VIB2	golgi transport 1A	ENSP00000308535	ENSPTRP00000051291
ENOG410VIB3	ribosomal protein L35A	ENSP00000393393	ENSPTRP00000027186
ENOG410VIBZ	TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation (By similarity)	ENSP00000379372	ENSPTRP00000012186
ENOG410VIBU	Chromosome 19 open reading frame 70	ENSP00000309561	ENSPTRP00000017580
ENOG410VIBW	hairy and enhancer of split 2 (Drosophila)	ENSP00000367065	ENSPTRP00000000160
ENOG410VIBQ	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	ENSP00000354665	ENSPTRP00000061410
ENOG410VIBM	Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	ENSP00000363689	ENSPTRP00000000580
ENOG410VIBN	Transmembrane protein 154	ENSP00000302144	ENSPTRP00000053278
